Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
113518at7898	Single	CM081444.1	87889100	87899083	+	978	160	0.9639	1.0	0	113518at7898_0	87889101_87889136_+|87892567_87892646_+|87892793_87892874_+|87895328_87895399_+|87895754_87895860_+|87896739_87896848_+|87898989_87899083_+
113664at7898	Single	CM081442.1	54513093	54517009	+	958	193	0.7759	1.0	0	113664at7898_0	54513094_54513142_+|54513226_54513302_+|54516120_54516225_+|54516328_54516435_+|54516526_54516795_+|54516897_54517009_+
113676at7898	Single	CM081435.1	133875255	133879241	+	772	190	0.6919	0.8791666666666667	0	113676at7898	133875256_133875402_+|133875476_133875587_+|133878868_133879241_+
113694at7898	Single	CM081449.1	29553873	29692720	+	763	169	0.7604	0.8240343347639485	0	113694at7898_9	29553874_29554020_+|29555351_29555490_+|29565105_29565231_+|29642385_29642469_+|29692644_29692720_+
113743at7898	Single	CM081454.1	43867332	43874173	-	1203	256	0.6833	1.0	0	113743at7898_0	43874066_43874173_-|43870161_43870351_-|43868122_43868267_-|43867481_43868025_-|43867333_43867392_-
113779at7898	Single	CM081451.1	61016144	61023642	-	768	173	0.7697	0.7972972972972973	0	113779at7898	61023599_61023642_-|61020342_61020550_-|61018501_61018672_-|61016145_61016253_-
113789at7898	Single	CM081450.1	38777393	38790640	+	929	157	0.7804	1.0	0	113789at7898_0	38777394_38777504_+|38783466_38783562_+|38784640_38784726_+|38787162_38787225_+|38787410_38787641_+|38790593_38790640_+
113818at7898	Single	CM081450.1	78789271	78839486	-	1066	198	0.8319	1.0	0	113818at7898_4	78839418_78839486_-|78839059_78839250_-|78838899_78838973_-|78833822_78833917_-|78797020_78797133_-|78792745_78792828_-|78789272_78789337_-
113824at7898	Single	CM081447.1	42370682	42387039	-	735	215	0.5893	0.9802371541501976	0	113824at7898_7	42386913_42387039_-|42382498_42382937_-|42374376_42374441_-|42370683_42370871_-
113891at7898	Single	CM081445.1	4144684	4145224	-	597	144	0.6378	0.8685446009389671	0	113891at7898	4144685_4145224_-
113908at7898	Single	CM081445.1	97461852	97466469	-	829	157	0.8541	0.9296482412060302	0	113908at7898_2	97466353_97466469_-|97465422_97465496_-|97465256_97465344_-|97465132_97465165_-|97465004_97465054_-|97464843_97464927_-|97461853_97461956_-
113916at7898	Single	CM081441.1	82924976	82933879	+	605	134	0.6778	0.8127853881278538	0	113916at7898_9	82924977_82925090_+|82932764_82932880_+|82932972_82933083_+|82933600_82933667_+|82933751_82933879_+
113946at7898	Single	CM081442.1	70204514	70206682	-	827	158	0.6982	0.7184466019417476	0	113946at7898_0	70206527_70206682_-|70204942_70205100_-|70204515_70204865_-
113998at7898	Single	CM081436.1	73469348	73471021	-	760	215	0.625	0.818815331010453	0	113998at7898	73470910_73471021_-|73469349_73469956_-
11401at7898	Single	CM081442.1	76359828	76433970	-	3163	866	0.5387	0.9845031905195989	0	11401at7898_7	76433916_76433970_-|76410194_76410370_-|76406004_76406129_-|76405322_76405436_-|76397694_76397911_-|76396740_76396847_-|76390953_76391123_-|76390657_76390848_-|76388321_76389133_-|76388053_76388229_-|76375735_76375801_-|76375393_76375622_-|76364174_76364532_-|76359829_76360404_-
114080at7898	Duplicated	CM081440.1	22128186	22128627	+	748	145	0.9116	0.930379746835443	0	114080at7898_0	22128187_22128627_+
114080at7898	Duplicated	CM081454.1	391284	395273	+	748	145	0.8986	0.9367088607594937	0	114080at7898_0	391285_391425_+|394971_395273_+
114083at7898	Single	CM081449.1	21563979	21577497	+	921	181	0.8038	1.0	0	114083at7898_4	21563980_21564113_+|21570894_21570968_+|21571053_21571284_+|21577312_21577497_+
114087at7898	Single	CM081445.1	34485377	34502084	+	919	192	0.7306	1.0	0	114087at7898_0	34485378_34485459_+|34494175_34494341_+|34500953_34501061_+|34501627_34501777_+|34501862_34502084_+
114088at7898	Single	CM081446.1	29804604	29815629	+	917	170	0.8173	0.985781990521327	0	114088at7898_8	29804605_29804696_+|29810122_29810347_+|29810429_29810542_+|29810847_29810925_+|29815517_29815629_+
114093at7898	Single	CM081446.1	1902978	1935797	-	699	171	0.6878	0.8232931726907631	0	114093at7898_6	1935701_1935797_-|1926334_1926494_-|1922905_1922933_-|1922752_1922802_-|1917194_1917289_-|1910162_1910237_-|1902979_1903077_-
114186at7898	Single	CM081443.1	53046886	53054246	-	1460	227	0.8971	1.0	0	114186at7898_0	53054117_53054246_-|53053045_53053204_-|53052300_53052421_-|53051065_53051150_-|53050868_53050978_-|53049832_53049938_-|53048605_53048631_-|53048435_53048526_-|53047010_53047058_-|53046887_53046920_-
114218at7898	Single	CM081451.1	71359581	71366368	-	943	180	0.9372	0.8925233644859814	0	114218at7898_0	71366147_71366368_-|71362689_71362924_-|71359582_71359696_-
114226at7898	Single	CM081446.1	37239243	37241209	-	650	138	0.7438	0.7692307692307693	0	114226at7898_4	37241040_37241209_-|37239407_37239641_-|37239244_37239318_-
114251at7898	Single	CM081448.1	72704318	72706598	+	571	146	0.5492	0.9455445544554455	0	114251at7898_4	72704319_72704626_+|72706334_72706598_+
114427at7898	Single	CM081451.1	31010625	31014573	+	996	207	0.8371	0.9324894514767933	0	114427at7898_4	31010626_31010691_+|31010992_31011117_+|31011279_31011396_+|31012636_31012726_+|31013148_31013246_+|31014411_31014573_+
114443at7898	Single	CM081444.1	12547734	12548591	-	1077	218	0.7656	1.0	0	114443at7898_0	12548012_12548591_-|12547735_12547934_-
114489at7898	Single	CM081442.1	25513296	25523660	+	691	153	0.7753	0.8719211822660099	0	114489at7898_3	25513297_25513416_+|25517294_25517433_+|25518918_25518952_+|25519033_25519136_+|25523526_25523660_+
1144at7898	Single	CM081440.1	41469064	41823311	-	12714	2258	0.9769	0.9736434108527132	0	1144at7898_0	41823183_41823311_-|41809191_41809299_-|41808865_41809097_-|41806791_41806991_-|41806536_41806670_-|41801619_41801894_-|41789378_41789486_-|41787061_41787244_-|41785988_41786116_-|41777872_41778116_-|41775987_41776196_-|41775451_41775656_-|41767096_41767218_-|41766689_41766772_-|41764236_41764328_-|41762819_41762953_-|41752314_41752443_-|41710106_41710356_-|41709113_41709199_-|41700664_41700831_-|41678869_41678981_-|41674782_41674944_-|41674300_41674392_-|41671671_41671817_-|41669574_41669716_-|41659424_41659586_-|41659121_41659266_-|41593388_41593463_-|41592876_41593015_-|41573204_41573304_-|41571466_41571581_-|41563370_41563447_-|41561515_41561622_-|41554540_41554665_-|41550918_41551049_-|41536637_41536752_-|41523268_41523385_-|41522585_41522782_-|41520278_41520378_-|41520000_41520096_-|41515731_41515829_-|41515497_41515619_-|41514755_41514937_-|41506581_41506715_-|41503372_41503546_-|41495385_41495520_-|41495122_41495269_-|41477205_41477327_-|41475656_41475738_-|41475480_41475552_-|41475322_41475396_-|41474862_41474997_-|41470021_41470086_-|41469855_41469935_-|41469559_41469639_-|41469065_41469171_-
114572at7898	Single	CM081442.1	48236926	48246926	+	796	137	0.9304	1.0	0	114572at7898	48236927_48236967_+|48240351_48240566_+|48246710_48246926_+
114650at7898	Single	CM081446.1	16174904	16179800	+	736	189	0.6816	0.8701298701298701	0	114650at7898	16174905_16174989_+|16177486_16177655_+|16179268_16179445_+|16179534_16179590_+|16179688_16179800_+
114667at7898	Single	CM081457.1	5426830	5440450	+	1446	180	0.6425	1.0	0	114667at7898	5426831_5427358_+|5430586_5430685_+|5438651_5439105_+|5439937_5440009_+|5440260_5440450_+
114700at7898	Single	CM081444.1	62229163	62238536	-	1349	217	0.8789	0.9503311258278145	0	114700at7898_7	62238339_62238536_-|62238201_62238247_-|62237207_62237316_-|62237046_62237095_-|62229632_62229772_-|62229491_62229559_-|62229164_62229400_-
114729at7898	Single	CM081448.1	49223764	49323634	+	841	144	0.9107	0.5957446808510638	0	114729at7898_5	49223765_49223879_+|49224382_49224411_+|49233752_49233817_+|49307399_49307466_+|49308397_49308467_+|49308886_49308943_+|49322049_49322081_+|49323572_49323634_+
114736at7898	Single	CM081450.1	32041718	32044145	-	837	170	0.8138	1.0	0	114736at7898_0	32044046_32044145_-|32043811_32043974_-|32041719_32042018_-
114849at7898	Single	CM081451.1	46360615	46420344	-	1009	182	0.8205	1.0	0	114849at7898_7	46420141_46420344_-|46366717_46366890_-|46364393_46364564_-|46360616_46360767_-
114876at7898	Single	CM081444.1	75228422	75239429	+	1041	195	0.9431	1.0	0	114876at7898	75228423_75228507_+|75231029_75231077_+|75231308_75231391_+|75231881_75231958_+|75237982_75238051_+|75238205_75238256_+|75239116_75239306_+|75239406_75239429_+
114888at7898	Single	CM081453.1	14101117	14108402	+	638	176	0.5636	0.8333333333333334	0	114888at7898_8	14101118_14101226_+|14104536_14104667_+|14104749_14104851_+|14105029_14105135_+|14107164_14107268_+|14108323_14108402_+
114903at7898	Single	CM081444.1	75017860	75020902	+	658	155	0.6541	1.0	0	114903at7898_4	75017861_75017896_+|75019973_75020055_+|75020296_75020382_+|75020468_75020670_+|75020757_75020902_+
114924at7898	Single	CM081454.1	32686607	32689955	-	1068	199	0.8536	0.9404761904761905	0	114924at7898_1	32689768_32689955_-|32688745_32688919_-|32686608_32686961_-
11501at7898	Single	CM081444.1	74343653	74432729	+	5404	907	0.9759	1.0	0	11501at7898_9	74343654_74343882_+|74345486_74345657_+|74351321_74351450_+|74358690_74358794_+|74359767_74359833_+|74360537_74360741_+|74360884_74361067_+|74362366_74362510_+|74362612_74362745_+|74366161_74366268_+|74366395_74366592_+|74369161_74369312_+|74416032_74416164_+|74417142_74417228_+|74417647_74417805_+|74420304_74420485_+|74424567_74424756_+|74424866_74424944_+|74425953_74426093_+|74429645_74429716_+|74431309_74431409_+|74432592_74432729_+
115058at7898	Single	CM081453.1	51986164	51986905	+	1011	205	0.739	1.0	0	115058at7898_9	51986165_51986905_+
115074at7898	Single	CM081453.1	39917444	39923394	-	1129	247	0.7568	1.0	0	115074at7898_0	39923340_39923394_-|39923152_39923212_-|39920280_39920360_-|39919365_39919576_-|39918052_39918227_-|39917886_39917981_-|39917642_39917742_-|39917445_39917550_-
115081at7898	Single	CM081454.1	42988008	42997941	-	1522	279	0.8802	0.9624664879356568	0	115081at7898_2	42997849_42997941_-|42997665_42997736_-|42996265_42996378_-|42994890_42994985_-|42992794_42992970_-|42991342_42991410_-|42990687_42990845_-|42990272_42990376_-|42990102_42990158_-|42988009_42988125_-
115098at7898	Single	CM081454.1	21773993	21778189	-	817	163	0.7989	1.0	0	115098at7898_0	21778101_21778189_-|21777195_21777387_-|21774327_21774440_-|21773994_21774119_-
115115at7898	Single	CM081453.1	58985048	58986279	+	909	150	0.9	1.0	0	115115at7898_0	58985049_58985152_+|58985374_58985488_+|58985657_58985810_+|58985901_58986061_+|58986247_58986279_+
115130at7898	Single	CM081437.1	31025324	31043030	-	936	154	0.9227	1.0	0	115130at7898_1	31042995_31043030_-|31039935_31040014_-|31037651_31037732_-|31032230_31032301_-|31031966_31032072_-|31031265_31031374_-|31025325_31025419_-
115152at7898	Single	CM081438.1	71758541	71761675	-	969	189	0.8632	1.0	0	115152at7898_0	71761550_71761675_-|71761357_71761456_-|71759133_71759326_-|71758949_71759050_-|71758756_71758844_-|71758542_71758566_-
115217at7898	Single	CM081454.1	52838682	52842538	+	1467	203	0.858	1.0	0	115217at7898_0	52838683_52838762_+|52840652_52840718_+|52840824_52840907_+|52841654_52841735_+|52841838_52842538_+
115261at7898	Single	CM081445.1	43344198	43366606	+	895	164	0.8235	1.0	0	115261at7898_0	43344199_43344399_+|43349459_43349526_+|43349612_43349698_+|43350580_43350656_+|43357544_43357588_+|43366386_43366439_+|43366527_43366606_+
115329at7898	Single	CM081437.1	38961818	38962184	-	610	110	0.8361	1.0	0	115329at7898_2	38961819_38962184_-
115408at7898	Single	CM081451.1	61992566	61995593	+	1152	211	0.9004	0.9796747967479674	0	115408at7898_6	61992567_61992733_+|61993296_61993387_+|61993719_61993801_+|61993991_61994099_+|61994290_61994405_+|61994540_61994567_+|61995466_61995593_+
115431at7898	Single	CM081451.1	33484566	33497501	+	976	210	0.6317	1.0	0	115431at7898_3	33484567_33484637_+|33487800_33488049_+|33489625_33489676_+|33489781_33489898_+|33496531_33496659_+|33497213_33497501_+
115442at7898	Single	CM081438.1	24737097	24749025	+	604	141	0.6429	0.8053097345132744	0	115442at7898_5	24737098_24737191_+|24748379_24748482_+|24748574_24748777_+|24748888_24749025_+
115483at7898	Single	CM081450.1	8777669	8786522	+	999	196	0.9104	1.0	0	115483at7898_0	8777670_8777698_+|8778073_8778137_+|8781796_8781904_+|8782460_8782592_+|8784347_8784487_+|8786364_8786522_+
115486at7898	Single	CM081453.1	52263606	52272551	+	790	173	0.8272	1.0	0	115486at7898_7	52263607_52263691_+|52271008_52271066_+|52271476_52271557_+|52272208_52272551_+
115506at7898	Single	CM081455.1	36440109	36644960	+	987	153	0.8616	1.0	0	115506at7898_3	36440110_36440203_+|36449291_36449349_+|36450318_36450428_+|36475754_36475831_+|36482090_36482110_+|36493866_36493950_+|36556125_36556195_+|36563955_36564016_+|36644870_36644960_+
115592at7898	Single	CM081449.1	26167223	26173698	-	865	152	0.8743	1.0	0	115592at7898_4	26173656_26173698_-|26171237_26171402_-|26171085_26171145_-|26170845_26170951_-|26169383_26169532_-|26167224_26167263_-
1155at7898	Single	CM081443.1	4383592	4509238	-	10023	2051	0.7214	1.0	0	1155at7898	4509166_4509238_-|4463963_4464044_-|4423535_4423809_-|4422363_4422570_-|4419958_4420091_-|4419332_4419454_-|4417889_4418122_-|4414442_4414597_-|4414147_4414335_-|4413759_4413872_-|4413468_4413581_-|4413054_4413287_-|4412108_4412218_-|4411706_4411898_-|4409797_4409942_-|4409552_4409665_-|4408989_4409141_-|4400761_4400989_-|4398786_4398987_-|4395261_4395414_-|4394844_4395028_-|4393058_4393190_-|4392617_4392868_-|4392333_4392445_-|4391568_4391668_-|4391133_4391447_-|4390668_4391009_-|4390359_4390501_-|4390013_4390217_-|4387886_4387970_-|4387608_4387761_-|4387136_4387455_-|4386786_4386933_-|4385526_4385623_-|4383593_4385051_-
115630at7898	Single	CM081451.1	39834082	39836498	+	786	187	0.6898	0.96	0	115630at7898	39834083_39834321_+|39834404_39834517_+|39835987_39836059_+|39836147_39836266_+|39836397_39836498_+
115662at7898	Single	CM081440.1	83730700	83731390	+	628	187	0.5148	0.9473684210526315	0	115662at7898_6	83730701_83731390_+
11567at7898	Single	CM081435.1	98165037	98227228	+	4911	972	0.8606	1.0	0	11567at7898_0	98165038_98165115_+|98168734_98168814_+|98171086_98171278_+|98172101_98172203_+|98177237_98177333_+|98177421_98177525_+|98189843_98189977_+|98191248_98191368_+|98191970_98192057_+|98199785_98199891_+|98201142_98201266_+|98206644_98206733_+|98209179_98209352_+|98209486_98209704_+|98209885_98209968_+|98210062_98210194_+|98213010_98213131_+|98213588_98213697_+|98215233_98215413_+|98216655_98216766_+|98220281_98220336_+|98220464_98220586_+|98221747_98221966_+|98222038_98222266_+|98226088_98226229_+|98227145_98227228_+
115717at7898	Single	CM081451.1	32411883	32412468	-	807	167	0.7889	1.0	0	115717at7898_0	32411884_32412468_-
115817at7898	Single	CM081448.1	13390445	13396219	-	584	164	0.5753	0.9346733668341709	0	115817at7898_9	13396175_13396219_-|13394459_13394524_-|13394283_13394359_-|13391084_13391252_-|13390811_13390963_-|13390446_13390493_-
115818at7898	Single	CM081443.1	78440261	78444051	-	739	178	0.5952	1.0	0	115818at7898_0	78443988_78444051_-|78443766_78443856_-|78443553_78443688_-|78443226_78443433_-|78440503_78440603_-|78440262_78440396_-
115835at7898	Single	CM081440.1	101405688	101412198	+	718	177	0.6372	0.8678414096916299	0	115835at7898	101405689_101405847_+|101409101_101409436_+|101409544_101409657_+|101412130_101412198_+
115856at7898	Single	CM081442.1	85627549	85628224	+	1070	199	0.9159	1.0	0	115856at7898_0	85627550_85628224_+
115960at7898	Single	CM081437.1	41367613	41395752	-	939	144	0.9683	1.0	0	115960at7898_0	41395663_41395752_-|41395039_41395140_-|41376932_41376991_-|41371929_41371998_-|41368116_41368202_-|41367614_41367771_-
115967at7898	Single	CM081456.1	45255920	45258541	+	948	141	0.9845	1.0	0	115967at7898_0	45255921_45255995_+|45256100_45256171_+|45256591_45256734_+|45257118_45257182_+|45257830_45257980_+|45258467_45258541_+
11598at7898	Single	CM081454.1	37197997	37224261	-	4870	1019	0.7088	1.0	0	11598at7898_4	37224178_37224261_-|37222476_37222509_-|37222251_37222360_-|37222012_37222158_-|37221723_37221898_-|37219224_37219665_-|37218943_37219025_-|37217871_37217970_-|37217449_37217614_-|37217026_37217136_-|37216074_37216232_-|37215071_37215163_-|37214845_37214981_-|37212139_37212222_-|37211561_37211749_-|37211248_37211430_-|37210926_37211127_-|37210625_37210818_-|37209231_37209314_-|37208471_37208608_-|37208197_37208322_-|37205970_37206063_-|37204377_37204506_-|37203450_37203628_-|37201446_37201623_-|37200672_37200825_-|37200459_37200567_-|37197998_37198116_-
116062at7898	Single	CM081447.1	10675576	10709127	+	869	206	0.6246	1.0	0	116062at7898_3	10675577_10675703_+|10697172_10697666_+|10698768_10698830_+|10708964_10709127_+
116094at7898	Single	CM081450.1	6715451	6721480	+	937	169	0.9375	1.0	0	116094at7898_0	6715452_6715545_+|6718282_6718523_+|6721241_6721480_+
116156at7898	Single	CM081436.1	76147550	76148738	+	744	150	0.6954	1.0	0	116156at7898_2	76147551_76147650_+|76147748_76147834_+|76148344_76148738_+
116181at7898	Single	CM081441.1	104393890	104401254	+	761	150	0.9226	0.8857142857142857	0	116181at7898_0	104393891_104393922_+|104395735_104395903_+|104396224_104396313_+|104398759_104398829_+|104401152_104401254_+
116198at7898	Single	CM081451.1	41985613	41987868	+	525	146	0.5947	1.0	0	116198at7898_3	41985614_41985857_+|41987374_41987527_+|41987706_41987868_+
116228at7898	Single	CM081446.1	41200166	41208140	-	928	192	0.8756	1.0	0	116228at7898_0	41208114_41208140_-|41207811_41207861_-|41207610_41207720_-|41204343_41204472_-|41200723_41200835_-|41200387_41200473_-|41200167_41200274_-
116241at7898	Single	CM081450.1	41673713	41681353	-	641	174	0.6127	0.9339622641509434	0	116241at7898_1	41681240_41681353_-|41676961_41677068_-|41674790_41674972_-|41673714_41673920_-
116288at7898	Single	CM081441.1	75778268	75781565	+	868	183	0.761	0.9760765550239234	0	116288at7898_2	75778269_75778436_+|75778606_75778888_+|75781271_75781386_+|75781518_75781565_+
116396at7898	Single	CM081454.1	47455307	47456635	+	1275	201	0.9593	1.0	0	116396at7898_0	47455308_47455614_+|47456050_47456243_+|47456399_47456635_+
116465at7898	Duplicated	CM081445.1	23936317	23939361	-	572	149	0.5939	1.0	0	116465at7898_9	23939251_23939361_-|23937941_23937974_-|23937741_23937825_-|23936872_23937020_-|23936671_23936713_-|23936318_23936447_-
116465at7898	Duplicated	CM081445.1	23397982	23400661	+	561	149	0.5888	1.0	0	116465at7898_9	23397983_23398093_+|23399029_23399062_+|23399188_23399272_+|23399958_23400106_+|23400265_23400307_+|23400532_23400661_+
116510at7898	Single	CM081455.1	25495849	25500986	-	756	158	0.8046	0.9555555555555556	0	116510at7898_4	25500852_25500986_-|25500634_25500669_-|25495850_25496197_-
116533at7898	Single	CM081448.1	82573558	82597232	-	813	194	0.6395	1.0	0	116533at7898_9	82597116_82597232_-|82589020_82589148_-|82586092_82586200_-|82577675_82577886_-|82573959_82574021_-|82573559_82573696_-
116553at7898	Single	CM081451.1	23320623	23336026	-	742	158	0.7345	1.0	0	116553at7898_4	23335910_23336026_-|23322501_23322620_-|23321994_23322173_-|23320624_23320737_-
116623at7898	Single	CM081456.1	33981377	33983534	-	1146	207	0.9068	1.0	0	116623at7898_0	33983330_33983534_-|33983140_33983198_-|33981378_33981821_-
116649at7898	Single	CM081456.1	9053401	9066306	-	943	215	0.7198	0.9431818181818182	0	116649at7898_2	9066022_9066306_-|9065763_9065878_-|9065595_9065645_-|9061491_9061580_-|9061132_9061236_-|9055161_9055254_-|9053402_9053431_-
116723at7898	Single	CM081444.1	35126918	35132720	+	691	180	0.663	0.8803827751196173	0	116723at7898	35126919_35127141_+|35130599_35130763_+|35132424_35132508_+|35132642_35132720_+
116741at7898	Single	CM081447.1	73034826	73044831	-	1024	194	0.8929	0.9655172413793104	0	116741at7898_5	73044747_73044831_-|73039205_73039272_-|73037617_73037705_-|73036806_73036890_-|73036606_73036695_-|73035019_73035175_-|73034827_73034924_-
116813at7898	Single	CM081436.1	109992570	110004465	+	773	157	0.7654	0.9675675675675676	0	116813at7898_3	109992571_109992717_+|109993347_109993427_+|109999370_109999561_+|110004349_110004465_+
116829at7898	Single	CM081438.1	104162245	104169728	+	666	150	0.6891	0.9790575916230366	0	116829at7898_4	104162246_104162431_+|104167915_104168061_+|104168141_104168230_+|104169573_104169728_+
116833at7898	Single	CM081443.1	62825038	62831833	+	782	182	0.7696	0.9408866995073891	0	116833at7898_9	62825039_62825123_+|62825237_62825302_+|62829621_62829721_+|62829805_62829930_+|62830062_62830128_+|62831613_62831693_+|62831787_62831833_+
116841at7898	Single	CM081444.1	76521694	76526772	+	607	160	0.6224	1.0	0	116841at7898_5	76521695_76521736_+|76522075_76522165_+|76525939_76526021_+|76526114_76526227_+|76526324_76526431_+|76526528_76526590_+|76526686_76526772_+
116855at7898	Single	CM081451.1	18813699	18823369	+	517	152	0.5	0.9444444444444444	0	116855at7898_9	18813700_18813851_+|18818971_18819121_+|18821459_18821588_+|18823170_18823369_+
116988at7898	Single	CM081435.1	42965707	42979798	+	694	171	0.7326	0.7805907172995781	0	116988at7898_8	42965708_42965837_+|42970091_42970153_+|42970259_42970356_+|42970598_42970671_+|42978059_42978164_+|42979709_42979798_+
116at7898	Single	CM081448.1	35352417	35532642	-	13832	3599	0.5475	0.9978620019436346	0	116at7898_5	35532577_35532642_-|35532079_35532172_-|35528431_35528599_-|35520900_35521140_-|35517968_35518161_-|35514417_35514535_-|35514006_35514103_-|35508918_35509064_-|35507112_35507278_-|35503857_35503990_-|35503034_35503152_-|35501773_35501940_-|35501212_35501417_-|35500447_35500580_-|35496188_35496299_-|35492295_35496045_-|35491480_35492087_-|35489028_35489119_-|35488717_35488805_-|35485140_35485288_-|35481274_35481404_-|35479617_35479759_-|35477462_35477629_-|35477047_35477264_-|35470767_35471693_-|35470501_35470622_-|35467095_35467198_-|35466044_35466243_-|35464874_35464950_-|35463975_35464099_-|35459160_35459330_-|35455515_35455679_-|35454237_35454432_-|35449125_35449264_-|35448797_35448916_-|35443146_35443236_-|35442541_35442720_-|35439352_35439661_-|35429648_35429762_-|35428455_35428784_-|35428156_35428225_-|35427891_35428025_-|35426860_35427018_-|35426487_35426670_-|35420882_35421100_-|35418633_35418829_-|35416699_35416856_-|35415247_35415483_-|35414913_35415060_-|35411383_35411629_-|35408068_35408157_-|35405212_35405296_-|35404990_35405117_-|35403682_35403769_-|35403113_35403221_-|35391352_35391406_-|35388351_35388528_-|35386955_35387070_-|35375715_35375877_-|35373377_35373630_-|35372483_35372687_-|35371024_35371133_-|35368621_35368771_-|35360457_35360591_-|35359778_35359881_-|35358116_35358208_-|35357829_35357931_-|35352997_35353134_-|35352418_35352492_-
117049at7898	Single	CM081455.1	35116470	35119802	+	676	160	0.7268	0.9242424242424242	0	117049at7898_3	35116471_35116531_+|35119190_35119333_+|35119459_35119802_+
117074at7898	Single	CM081436.1	52817526	52835482	-	479	183	0.4949	0.9116279069767442	0	117074at7898_9	52835138_52835482_-|52817527_52817775_-
117085at7898	Single	CM081449.1	62060183	62077861	-	1157	197	0.9283	1.0	0	117085at7898_0	62077804_62077861_-|62073732_62073885_-|62068254_62068425_-|62063920_62063997_-|62063668_62063781_-|62060184_62060318_-
117097at7898	Single	CM081445.1	23812375	23841977	+	586	219	0.4639	0.9225352112676056	0	117097at7898	23812376_23812543_+|23813193_23813454_+|23813569_23813691_+|23840301_23840406_+|23841866_23841977_+
117126at7898	Single	CM081443.1	95481342	95505435	+	883	139	0.9636	1.0	0	117126at7898_0	95481343_95481578_+|95487883_95487979_+|95505274_95505435_+
117177at7898	Single	CM081446.1	39787054	39787612	-	606	165	0.5968	0.9073170731707317	0	117177at7898_0	39787055_39787612_-
117217at7898	Single	CM081443.1	30902212	30913593	+	789	198	0.5992	1.0	0	117217at7898_3	30902213_30902275_+|30909738_30909932_+|30912946_30913124_+|30913248_30913593_+
117262at7898	Single	CM081454.1	44768882	44779123	-	726	157	0.7844	0.912568306010929	0	117262at7898_2	44779066_44779123_-|44778798_44778849_-|44775491_44775620_-|44775322_44775398_-|44769117_44769186_-|44768883_44768996_-
117272at7898	Single	CM081436.1	57760659	57774177	+	854	178	0.8833	1.0	0	117272at7898_0	57760660_57760715_+|57760829_57760915_+|57760999_57761137_+|57765717_57765857_+|57774061_57774177_+
117297at7898	Single	CM081451.1	66565778	66582068	+	782	171	0.74	1.0	0	117297at7898_0	66565779_66565960_+|66577012_66577303_+|66581943_66582068_+
117314at7898	Single	CM081445.1	23722872	23742025	+	751	200	0.6486	0.9866666666666667	0	117314at7898_7	23722873_23722905_+|23723015_23723026_+|23731091_23731219_+|23734676_23734817_+|23735248_23735333_+|23737307_23737354_+|23737454_23737523_+|23737607_23737665_+|23741951_23742025_+
117426at7898	Single	CM081440.1	71563292	71569446	-	663	148	0.7452	0.7969543147208121	0	117426at7898_6	71569338_71569446_-|71567993_71568062_-|71567763_71567868_-|71567328_71567426_-|71563293_71563379_-
117446at7898	Single	CM081446.1	4722884	4724051	-	428	159	0.4562	1.0	0	117446at7898_8	4723820_4724051_-|4722885_4723303_-
117480at7898	Duplicated	CM081439.1	101129656	101130397	+	751	200	0.58	1.0	0	117480at7898_7	101129657_101130397_+
117480at7898	Duplicated	CM081439.1	101111619	101112360	+	751	200	0.58	1.0	0	117480at7898_7	101111620_101112360_+
117505at7898	Single	CM081436.1	17640760	17673095	+	980	225	0.6621	1.0	0	117505at7898_1	17640761_17641021_+|17666200_17666395_+|17666553_17666723_+|17672851_17673095_+
117611at7898	Single	CM081454.1	48926783	48935120	+	856	158	0.9379	0.946524064171123	0	117611at7898	48926784_48926825_+|48928966_48929063_+|48932771_48932870_+|48934755_48934937_+|48935013_48935120_+
117616at7898	Single	CM081444.1	35487328	35495685	+	893	162	0.9235	1.0	0	117616at7898_0	35487329_35487465_+|35488990_35489097_+|35489671_35489745_+|35489846_35489925_+|35493676_35493727_+|35493846_35493918_+|35495662_35495685_+
117657at7898	Single	CM081435.1	129415526	129417844	-	769	185	0.6857	0.9333333333333333	0	117657at7898_9	129417723_129417844_-|129417551_129417637_-|129417379_129417469_-|129415947_129416030_-|129415721_129415862_-|129415527_129415630_-
117662at7898	Single	CM081452.1	28378058	28383071	-	724	186	0.7264	0.9814814814814815	0	117662at7898_1	28382984_28383071_-|28380626_28380740_-|28379306_28379418_-|28378469_28378568_-|28378248_28378363_-|28378059_28378153_-
117664at7898	Single	CM081437.1	49954603	49957818	+	604	182	0.5438	0.9774774774774775	0	117664at7898_9	49954604_49954715_+|49954801_49954838_+|49957318_49957818_+
117699at7898	Single	CM081444.1	14409156	14546542	+	698	178	0.5124	0.975177304964539	0	117699at7898_4	14409157_14409312_+|14432428_14432508_+|14432597_14432695_+|14473936_14474007_+|14517488_14517621_+|14546290_14546542_+
117726at7898	Single	CM081436.1	64310923	64322652	-	688	136	0.7597	0.9565217391304348	0	117726at7898_8	64322548_64322652_-|64322367_64322455_-|64320589_64320715_-|64311557_64311667_-|64310924_64310953_-
117787at7898	Single	CM081447.1	35115322	35128501	-	746	165	0.7684	0.8262910798122066	0	117787at7898_2	35128391_35128501_-|35122662_35122727_-|35118320_35118397_-|35118114_35118183_-|35115323_35115528_-
