# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
115662at7898	Complete	CM081440.1	83730700	83731390	+	628	187	https://v10-1.orthodb.org/?query=115662at7898	platelet glycoprotein IX-like
11567at7898	Complete	CM081435.1	98165037	98227228	+	4911	972	https://v10-1.orthodb.org/?query=11567at7898	Importin repeat 4
115717at7898	Complete	CM081451.1	32411883	32412468	-	807	167	https://v10-1.orthodb.org/?query=115717at7898	protein Hikeshi
115817at7898	Complete	CM081448.1	13390445	13396219	-	584	164	https://v10-1.orthodb.org/?query=115817at7898	COMM domain
115818at7898	Complete	CM081443.1	78440261	78444051	-	739	178	https://v10-1.orthodb.org/?query=115818at7898	phosphatidylinositol-glycan biosynthesis class X protein
115835at7898	Complete	CM081440.1	101405688	101412198	+	718	177	https://v10-1.orthodb.org/?query=115835at7898	SIKE family
115856at7898	Complete	CM081442.1	85627549	85628224	+	1070	199	https://v10-1.orthodb.org/?query=115856at7898	UPF0428 protein CXorf56 homolog
115960at7898	Complete	CM081437.1	41367613	41395752	-	939	144	https://v10-1.orthodb.org/?query=115960at7898	DJ-1/PfpI
115967at7898	Complete	CM081456.1	45255920	45258541	+	948	141	https://v10-1.orthodb.org/?query=115967at7898	Ribosomal protein S7e
11598at7898	Complete	CM081454.1	37197997	37224261	-	4870	1019	https://v10-1.orthodb.org/?query=11598at7898	Zinc finger, CCHC-type
116062at7898	Complete	CM081447.1	10675576	10709127	+	869	206	https://v10-1.orthodb.org/?query=116062at7898	EURL protein
116094at7898	Complete	CM081450.1	6715451	6721480	+	937	169	https://v10-1.orthodb.org/?query=116094at7898	Small GTPase
116156at7898	Complete	CM081436.1	76147550	76148738	+	744	150	https://v10-1.orthodb.org/?query=116156at7898	C-type lectin-like
116181at7898	Complete	CM081441.1	104393890	104401254	+	761	150	https://v10-1.orthodb.org/?query=116181at7898	PRELI domain containing protein 3A
116198at7898	Complete	CM081451.1	41985613	41987868	+	525	146	https://v10-1.orthodb.org/?query=116198at7898	Coiled-coil domain containing protein 32
116228at7898	Complete	CM081446.1	41200166	41208140	-	928	192	https://v10-1.orthodb.org/?query=116228at7898	ATPase, OSCP/delta subunit
116241at7898	Complete	CM081450.1	41673713	41681353	-	641	174	https://v10-1.orthodb.org/?query=116241at7898	Somatotropin/prolactin
116288at7898	Complete	CM081441.1	75778268	75781565	+	868	183	https://v10-1.orthodb.org/?query=116288at7898	Activation-induced cytidine deaminase
116396at7898	Complete	CM081454.1	47455307	47456635	+	1275	201	https://v10-1.orthodb.org/?query=116396at7898	Homeobox domain
116465at7898	Duplicated	CM081445.1	23936317	23939361	-	572	149	https://v10-1.orthodb.org/?query=116465at7898	Translation machinery-associated protein 16
116465at7898	Duplicated	CM081445.1	23397982	23400661	+	561	149	https://v10-1.orthodb.org/?query=116465at7898	Translation machinery-associated protein 16
116510at7898	Complete	CM081455.1	25495849	25500986	-	756	158	https://v10-1.orthodb.org/?query=116510at7898	Glutathione-specific gamma-glutamylcyclotransferase
116533at7898	Complete	CM081448.1	82573558	82597232	-	813	194	https://v10-1.orthodb.org/?query=116533at7898	MKI67 FHA domain-interacting nucleolar phosphoprotein
116553at7898	Complete	CM081451.1	23320623	23336026	-	742	158	https://v10-1.orthodb.org/?query=116553at7898	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase
116623at7898	Complete	CM081456.1	33981377	33983534	-	1146	207	https://v10-1.orthodb.org/?query=116623at7898	Small GTPase
116649at7898	Complete	CM081456.1	9053401	9066306	-	943	215	https://v10-1.orthodb.org/?query=116649at7898	Katanin p80 subunit B-like 1
116723at7898	Complete	CM081444.1	35126918	35132720	+	691	180	https://v10-1.orthodb.org/?query=116723at7898	Claudin
116741at7898	Complete	CM081447.1	73034826	73044831	-	1024	194	https://v10-1.orthodb.org/?query=116741at7898	sperm-associated antigen 7
116813at7898	Complete	CM081436.1	109992570	110004465	+	773	157	https://v10-1.orthodb.org/?query=116813at7898	Dual specificity phosphatase, catalytic domain
116829at7898	Complete	CM081438.1	104162245	104169728	+	666	150	https://v10-1.orthodb.org/?query=116829at7898	Myc-type, basic helix-loop-helix (bHLH) domain
116833at7898	Complete	CM081443.1	62825038	62831833	+	782	182	https://v10-1.orthodb.org/?query=116833at7898	Ankyrin repeat
116841at7898	Complete	CM081444.1	76521694	76526772	+	607	160	https://v10-1.orthodb.org/?query=116841at7898	BAG domain
116855at7898	Complete	CM081451.1	18813699	18823369	+	517	152	https://v10-1.orthodb.org/?query=116855at7898	cyclin-dependent kinase 2-interacting protein
116988at7898	Complete	CM081435.1	42965707	42979798	+	694	171	https://v10-1.orthodb.org/?query=116988at7898	Mitochondrial import inner membrane translocase subunit Tim21
116at7898	Complete	CM081448.1	35352417	35532642	-	13832	3599	https://v10-1.orthodb.org/?query=116at7898	ATP-binding cassette sub-family A member 12
117049at7898	Complete	CM081455.1	35116470	35119802	+	676	160	https://v10-1.orthodb.org/?query=117049at7898	armadillo repeat-containing protein 7
117074at7898	Complete	CM081436.1	52817526	52835482	-	479	183	https://v10-1.orthodb.org/?query=117074at7898	protein MIS12 homolog
117085at7898	Complete	CM081449.1	62060183	62077861	-	1157	197	https://v10-1.orthodb.org/?query=117085at7898	Yip1 domain
117097at7898	Complete	CM081445.1	23812375	23841977	+	586	219	https://v10-1.orthodb.org/?query=117097at7898	TMEM192 family
117126at7898	Complete	CM081443.1	95481342	95505435	+	883	139	https://v10-1.orthodb.org/?query=117126at7898	LIM domain transcription factor LMO4
117177at7898	Complete	CM081446.1	39787054	39787612	-	606	165	https://v10-1.orthodb.org/?query=117177at7898	Transmembrane protein 126
117217at7898	Complete	CM081443.1	30902212	30913593	+	789	198	https://v10-1.orthodb.org/?query=117217at7898	Peroxisomal biogenesis factor 11
117262at7898	Complete	CM081454.1	44768882	44779123	-	726	157	https://v10-1.orthodb.org/?query=117262at7898	protein Simiate
117272at7898	Complete	CM081436.1	57760659	57774177	+	854	178	https://v10-1.orthodb.org/?query=117272at7898	UPF0113, PUA domain
117297at7898	Complete	CM081451.1	66565778	66582068	+	782	171	https://v10-1.orthodb.org/?query=117297at7898	AP-5 complex subunit sigma-1
117314at7898	Complete	CM081445.1	23722872	23742025	+	751	200	https://v10-1.orthodb.org/?query=117314at7898	Ubiquitin carboxyl-terminal hydrolase
117426at7898	Complete	CM081440.1	71563292	71569446	-	663	148	https://v10-1.orthodb.org/?query=117426at7898	Ubiquitin-conjugating enzyme E2
117446at7898	Complete	CM081446.1	4722884	4724051	-	428	159	https://v10-1.orthodb.org/?query=117446at7898	RTP801-like
117480at7898	Duplicated	CM081439.1	101129656	101130397	+	751	200	https://v10-1.orthodb.org/?query=117480at7898	Claudin
117480at7898	Duplicated	CM081439.1	101111619	101112360	+	751	200	https://v10-1.orthodb.org/?query=117480at7898	Claudin
117505at7898	Complete	CM081436.1	17640760	17673095	+	980	225	https://v10-1.orthodb.org/?query=117505at7898	Mitochondrial ribosomal protein L46
117611at7898	Complete	CM081454.1	48926783	48935120	+	856	158	https://v10-1.orthodb.org/?query=117611at7898	Trafficking protein particle complex subunit
117616at7898	Complete	CM081444.1	35487328	35495685	+	893	162	https://v10-1.orthodb.org/?query=117616at7898	U3 small nucleolar ribonucleoprotein protein IMP3
117657at7898	Complete	CM081435.1	129415526	129417844	-	769	185	https://v10-1.orthodb.org/?query=117657at7898	Methyltransferase small domain
117662at7898	Complete	CM081452.1	28378058	28383071	-	724	186	https://v10-1.orthodb.org/?query=117662at7898	Polyadenylate-binding protein/Hyperplastic disc protein
117664at7898	Complete	CM081437.1	49954603	49957818	+	604	182	https://v10-1.orthodb.org/?query=117664at7898	Cytochrome b561/ferric reductase transmembrane
117699at7898	Complete	CM081444.1	14409156	14546542	+	698	178	https://v10-1.orthodb.org/?query=117699at7898	tRNA wybutosine-synthesizing protein
117726at7898	Complete	CM081436.1	64310923	64322652	-	688	136	https://v10-1.orthodb.org/?query=117726at7898	Mitochondrial inner membrane protease subunit
117787at7898	Complete	CM081447.1	35115322	35128501	-	746	165	https://v10-1.orthodb.org/?query=117787at7898	Ribosomal protein L22/L17
117824at7898	Complete	CM081446.1	21531022	21545638	+	802	190	https://v10-1.orthodb.org/?query=117824at7898	Carboxymuconolactone decarboxylase-like
11782at7898	Complete	CM081447.1	70898529	70915670	-	4158	1005	https://v10-1.orthodb.org/?query=11782at7898	NFRKB winged helix-like domain
117911at7898	Complete	CM081452.1	48512908	48513394	+	784	158	https://v10-1.orthodb.org/?query=117911at7898	Ubiquitin-fold modifier-conjugating enzyme 1
117931at7898	Complete	CM081438.1	80881477	80887774	+	724	127	https://v10-1.orthodb.org/?query=117931at7898	Zinc finger, RING-type
117934at7898	Complete	CM081452.1	44606046	44623670	+	726	145	https://v10-1.orthodb.org/?query=117934at7898	NADH dehydrogenase 
118003at7898	Complete	CM081444.1	68383623	68390955	-	752	192	https://v10-1.orthodb.org/?query=118003at7898	calcyclin-binding protein
118023at7898	Complete	CM081439.1	60750410	60823942	-	789	179	https://v10-1.orthodb.org/?query=118023at7898	PTB/PI domain
118061at7898	Complete	CM081442.1	55212177	55220665	-	612	133	https://v10-1.orthodb.org/?query=118061at7898	uncharacterized protein C15orf61 homolog
118071at7898	Complete	CM081444.1	70265828	70273994	-	758	128	https://v10-1.orthodb.org/?query=118071at7898	Thioredoxin domain
118095at7898	Complete	CM081451.1	37164920	37165638	+	772	190	https://v10-1.orthodb.org/?query=118095at7898	Glutathione peroxidase
118107at7898	Complete	CM081454.1	30287720	30290900	-	730	188	https://v10-1.orthodb.org/?query=118107at7898	uncharacterized protein C1orf109 homolog
118122at7898	Complete	CM081443.1	48426250	48428902	-	718	162	https://v10-1.orthodb.org/?query=118122at7898	Protein of unknown function DUF4505
118130at7898	Complete	CM081437.1	91862323	91868009	-	879	197	https://v10-1.orthodb.org/?query=118130at7898	TP53-regulating kinase
118146at7898	Complete	CM081439.1	24055831	24082399	-	774	196	https://v10-1.orthodb.org/?query=118146at7898	CCDC92/74, coiled-coil domain
118176at7898	Complete	CM081441.1	93874473	93895546	-	810	162	https://v10-1.orthodb.org/?query=118176at7898	Ribosomal protein L13
118181at7898	Complete	CM081447.1	31242996	31252783	-	740	161	https://v10-1.orthodb.org/?query=118181at7898	Pleckstrin homology domain
118207at7898	Complete	CM081452.1	12375558	12382099	-	868	172	https://v10-1.orthodb.org/?query=118207at7898	Dual specificity phosphatase, catalytic domain
11823at7898	Complete	CM081450.1	15522168	15580079	+	4385	1005	https://v10-1.orthodb.org/?query=11823at7898	tubulin-specific chaperone D
118274at7898	Complete	CM081443.1	90237	159610	+	896	227	https://v10-1.orthodb.org/?query=118274at7898	Tetraspanin
118296at7898	Complete	CM081443.1	4953386	4956584	-	702	146	https://v10-1.orthodb.org/?query=118296at7898	LRAT domain
118342at7898	Complete	CM081455.1	36352160	36353329	-	1039	201	https://v10-1.orthodb.org/?query=118342at7898	Dephospho-CoA kinase
11834at7898	Complete	CM081451.1	23747701	23853871	+	4008	812	https://v10-1.orthodb.org/?query=11834at7898	Aminoacyl-tRNA synthetase, class Ia
118393at7898	Complete	CM081448.1	66394590	66402968	+	719	148	https://v10-1.orthodb.org/?query=118393at7898	Endoribonuclease YbeY
118403at7898	Complete	CM081443.1	47713687	47727513	+	787	140	https://v10-1.orthodb.org/?query=118403at7898	RGS domain
118421at7898	Complete	CM081453.1	46858277	46859968	+	798	158	https://v10-1.orthodb.org/?query=118421at7898	ADP-ribosylation factor-like protein 2
118434at7898	Complete	CM081453.1	61336360	61339762	-	793	152	https://v10-1.orthodb.org/?query=118434at7898	Testis expressed 261
11846at7898	Complete	CM081435.1	27850639	27916377	-	5024	932	https://v10-1.orthodb.org/?query=11846at7898	ubiquitin-protein ligase E3C
11847at7898	Complete	CM081440.1	67686397	67729178	+	4887	931	https://v10-1.orthodb.org/?query=11847at7898	C2 domain
118484at7898	Complete	CM081457.1	21552096	21590564	-	769	164	https://v10-1.orthodb.org/?query=118484at7898	MyoD family inhibitor/MyoD family inhibitor domain-containing protein
118547at7898	Complete	CM081436.1	68476424	68482691	-	804	161	https://v10-1.orthodb.org/?query=118547at7898	DNA replication complex GINS protein PSF2
118569at7898	Complete	CM081446.1	17500460	17503639	-	643	165	https://v10-1.orthodb.org/?query=118569at7898	Tetratricopeptide repeat domain 9C
118589at7898	Complete	CM081444.1	47452181	47459982	-	581	199	https://v10-1.orthodb.org/?query=118589at7898	selenoprotein Pb-like
118600at7898	Complete	CM081435.1	46641998	46660019	+	711	155	https://v10-1.orthodb.org/?query=118600at7898	Eukaryotic translation elongation factor 1 epsilon 1
118603at7898	Complete	CM081440.1	81837202	81844920	+	774	147	https://v10-1.orthodb.org/?query=118603at7898	Mitochondrial ribosomal protein S25
118613at7898	Complete	CM081456.1	33956674	33959369	+	657	158	https://v10-1.orthodb.org/?query=118613at7898	Phosphatidylinositol glycan anchor biosynthesis, class H
118661at7898	Complete	CM081455.1	55890061	55892984	-	597	137	https://v10-1.orthodb.org/?query=118661at7898	Peptide chain release factor class I/class II
118679at7898	Complete	CM081457.1	5426830	5430870	+	696	169	https://v10-1.orthodb.org/?query=118679at7898	Myogenic basic muscle-specific protein
118698at7898	Complete	CM081441.1	81465907	81466735	+	812	207	https://v10-1.orthodb.org/?query=118698at7898	ribonuclease P protein subunit p38
118733at7898	Complete	CM081457.1	8724936	8730603	-	823	151	https://v10-1.orthodb.org/?query=118733at7898	B-cell translocation gene 1, anti-proliferative
118781at7898	Complete	CM081453.1	38421471	38435770	-	794	201	https://v10-1.orthodb.org/?query=118781at7898	RELT-like protein 1
118799at7898	Complete	CM081441.1	103890064	103896376	+	563	137	https://v10-1.orthodb.org/?query=118799at7898	Histidine triad (HIT) protein
118832at7898	Complete	CM081435.1	47661049	47665513	-	709	175	https://v10-1.orthodb.org/?query=118832at7898	CYTH domain
118849at7898	Complete	CM081451.1	66005336	66014334	+	633	163	https://v10-1.orthodb.org/?query=118849at7898	28S ribosomal protein S26
118865at7898	Complete	CM081437.1	49436623	49448997	-	815	148	https://v10-1.orthodb.org/?query=118865at7898	uncharacterized protein C1orf159 homolog
118888at7898	Complete	CM081457.1	7785485	7786489	+	757	187	https://v10-1.orthodb.org/?query=118888at7898	Transcription factor Spi-C
118953at7898	Complete	CM081445.1	3346434	3357746	-	740	159	https://v10-1.orthodb.org/?query=118953at7898	COMM domain
118960at7898	Complete	CM081443.1	42252254	42259965	+	839	159	https://v10-1.orthodb.org/?query=118960at7898	Transmembrane 4 L six family member 4
118965at7898	Complete	CM081451.1	26887860	26892140	-	823	168	https://v10-1.orthodb.org/?query=118965at7898	Coiled-coil domain containing 28B
119023at7898	Complete	CM081439.1	4200242	4200999	-	696	152	https://v10-1.orthodb.org/?query=119023at7898	Transmembrane protein 97
119097at7898	Complete	CM081437.1	66811593	66866217	+	1091	204	https://v10-1.orthodb.org/?query=119097at7898	MyoD family inhibitor/MyoD family inhibitor domain-containing protein
119157at7898	Complete	CM081454.1	48803509	48809069	+	822	313	https://v10-1.orthodb.org/?query=119157at7898	nucleoporin-like protein 2
119161at7898	Complete	CM081441.1	77180696	77182950	+	659	127	https://v10-1.orthodb.org/?query=119161at7898	RNA-binding S4 domain
119168at7898	Complete	CM081445.1	95476371	95481043	+	737	176	https://v10-1.orthodb.org/?query=119168at7898	Protein DPCD
119251at7898	Complete	CM081450.1	59197603	59200263	+	779	77	https://v10-1.orthodb.org/?query=119251at7898	dynactin subunit 5
119357at7898	Complete	CM081435.1	142510833	142519606	+	706	147	https://v10-1.orthodb.org/?query=119357at7898	Small GTPase
119369at7898	Complete	CM081439.1	94467101	94470137	-	640	158	https://v10-1.orthodb.org/?query=119369at7898	tetratricopeptide repeat protein 36
119386at7898	Complete	CM081455.1	21145328	21155933	-	705	156	https://v10-1.orthodb.org/?query=119386at7898	NADH dehydrogenase 
119441at7898	Complete	CM081453.1	61378628	61395462	-	1414	214	https://v10-1.orthodb.org/?query=119441at7898	ventral anterior homeobox 2
119463at7898	Complete	CM081444.1	38390265	38395455	-	587	160	https://v10-1.orthodb.org/?query=119463at7898	tctex1 domain-containing protein 1
119485at7898	Complete	CM081437.1	65359071	65364334	+	388	134	https://v10-1.orthodb.org/?query=119485at7898	Interleukin-10/19/20/22/24/26 family
119526at7898	Complete	CM081438.1	1995984	2041707	-	832	191	https://v10-1.orthodb.org/?query=119526at7898	Refilin family
119554at7898	Complete	CM081444.1	86318208	86319168	+	971	250	https://v10-1.orthodb.org/?query=119554at7898	Zinc finger, double-stranded RNA binding
119561at7898	Complete	CM081454.1	43594679	43648785	+	873	230	https://v10-1.orthodb.org/?query=119561at7898	Syndecan
11957at7898	Complete	CM081441.1	69185353	69199848	-	1021	475	https://v10-1.orthodb.org/?query=11957at7898	Intermediate filament protein
119602at7898	Complete	CM081443.1	64553941	64561210	+	805	167	https://v10-1.orthodb.org/?query=119602at7898	COMM domain
119687at7898	Complete	CM081438.1	47082412	47139289	+	584	124	https://v10-1.orthodb.org/?query=119687at7898	NADH dehydrogenase 
119726at7898	Complete	CM081446.1	82913275	82923975	-	936	192	https://v10-1.orthodb.org/?query=119726at7898	Hydrogen voltage-gated channel 1
119731at7898	Complete	CM081439.1	10987195	10991977	+	751	170	https://v10-1.orthodb.org/?query=119731at7898	EVE domain
119807at7898	Complete	CM081439.1	27517454	27528625	+	417	134	https://v10-1.orthodb.org/?query=119807at7898	BLOC-1 complex, subunit 3
11981at7898	Complete	CM081440.1	51310192	51338840	+	3257	865	https://v10-1.orthodb.org/?query=11981at7898	Phosphatidylinositol 3-kinase, C2 domain
119842at7898	Complete	CM081439.1	186703	191986	-	951	201	https://v10-1.orthodb.org/?query=119842at7898	Potassium channel tetramerisation-type BTB domain
119879at7898	Complete	CM081447.1	57911062	57925300	-	1491	326	https://v10-1.orthodb.org/?query=119879at7898	nuclear speckle splicing regulatory protein 1
119896at7898	Complete	CM081452.1	11851748	11858328	-	593	140	https://v10-1.orthodb.org/?query=119896at7898	28S ribosomal protein S24, mitochondrial
119901at7898	Complete	CM081455.1	20734217	20739089	+	670	135	https://v10-1.orthodb.org/?query=119901at7898	Leucine-rich repeat
119906at7898	Complete	CM081452.1	31024937	31027585	-	843	128	https://v10-1.orthodb.org/?query=119906at7898	endothelial cell-specific molecule 1
119924at7898	Complete	CM081447.1	12350696	12351209	+	721	146	https://v10-1.orthodb.org/?query=119924at7898	peptidyl-tRNA hydrolase 2, mitochondrial
119932at7898	Complete	CM081445.1	20582201	20601217	-	963	168	https://v10-1.orthodb.org/?query=119932at7898	Meiotic nuclear division protein 1 homolog
119977at7898	Complete	CM081457.1	1292440	1321116	-	691	133	https://v10-1.orthodb.org/?query=119977at7898	Insulin-like
120040at7898	Complete	CM081436.1	121128286	121159193	+	847	157	https://v10-1.orthodb.org/?query=120040at7898	cysteine and glycine-rich protein 3
120088at7898	Complete	CM081436.1	2924693	2939827	-	735	159	https://v10-1.orthodb.org/?query=120088at7898	TIMELESS-interacting protein
120150at7898	Complete	CM081438.1	3704311	3719717	-	822	159	https://v10-1.orthodb.org/?query=120150at7898	Gonadal family
120168at7898	Complete	CM081436.1	75732178	75744940	-	993	198	https://v10-1.orthodb.org/?query=120168at7898	Ribosomal protein L13e
120169at7898	Complete	CM081437.1	58436553	58438336	-	499	128	https://v10-1.orthodb.org/?query=120169at7898	von Hippel-Lindau disease tumour suppressor, alpha domain
120202at7898	Complete	CM081444.1	45726656	45730586	-	740	216	https://v10-1.orthodb.org/?query=120202at7898	protein C21orf2
120216at7898	Complete	CM081436.1	79278001	79307041	+	830	143	https://v10-1.orthodb.org/?query=120216at7898	Zinc finger, LIM-type
120238at7898	Complete	CM081444.1	1728950	1744384	+	618	142	https://v10-1.orthodb.org/?query=120238at7898	succinate dehydrogenase cytochrome b560 subunit, mitochondrial
120265at7898	Complete	CM081446.1	43799718	43805163	-	609	145	https://v10-1.orthodb.org/?query=120265at7898	Pituitary tumor-transforming 1
120332at7898	Complete	CM081451.1	27713885	27722943	-	667	200	https://v10-1.orthodb.org/?query=120332at7898	glutamate-rich protein 1
120440at7898	Complete	CM081438.1	95814750	95822422	+	786	146	https://v10-1.orthodb.org/?query=120440at7898	Peptidyl-prolyl cis-trans isomerase
120503at7898	Complete	CM081447.1	85866536	85869425	-	970	172	https://v10-1.orthodb.org/?query=120503at7898	Homeobox domain
120510at7898	Complete	CM081452.1	37518315	37532700	+	923	200	https://v10-1.orthodb.org/?query=120510at7898	WW domain-binding protein 1-like
120540at7898	Complete	CM081452.1	30064934	30071267	-	754	142	https://v10-1.orthodb.org/?query=120540at7898	nucleoredoxin-like protein 2
120581at7898	Complete	CM081436.1	103651390	103705255	+	893	165	https://v10-1.orthodb.org/?query=120581at7898	LysM domain
120644at7898	Complete	CM081447.1	32417865	32426559	-	517	152	https://v10-1.orthodb.org/?query=120644at7898	Ribosome biogenesis protein Nop16
120668at7898	Complete	CM081442.1	56897543	56911784	+	865	153	https://v10-1.orthodb.org/?query=120668at7898	COMM domain
120688at7898	Complete	CM081444.1	8936933	8943532	+	915	184	https://v10-1.orthodb.org/?query=120688at7898	STARD3 N-terminal like
12069at7898	Complete	CM081438.1	51070415	51135333	+	4834	1000	https://v10-1.orthodb.org/?query=12069at7898	CLU domain
120762at7898	Complete	CM081455.1	25860217	25866471	+	1024	184	https://v10-1.orthodb.org/?query=120762at7898	phosphatidylinositol-glycan biosynthesis class F protein
120803at7898	Complete	CM081446.1	25977188	25983379	+	769	137	https://v10-1.orthodb.org/?query=120803at7898	nudC domain-containing protein 2
120813at7898	Complete	CM081436.1	2356022	2357734	+	798	121	https://v10-1.orthodb.org/?query=120813at7898	Ribosomal protein L11, C-terminal
120849at7898	Complete	CM081435.1	111169066	111170801	-	598	154	https://v10-1.orthodb.org/?query=120849at7898	Gemini of Cajal bodies-associated protein 8
120870at7898	Complete	CM081450.1	52587787	52588384	-	696	125	https://v10-1.orthodb.org/?query=120870at7898	Zinc finger, RING-type
120916at7898	Complete	CM081451.1	26937866	26948405	-	775	151	https://v10-1.orthodb.org/?query=120916at7898	protein archease
120918at7898	Complete	CM081446.1	34006094	34018298	+	713	122	https://v10-1.orthodb.org/?query=120918at7898	UDP-N-acetylglucosamine transferase subunit ALG13 homolog
120952at7898	Complete	CM081453.1	13578282	13581189	-	759	150	https://v10-1.orthodb.org/?query=120952at7898	RWD domain
120998at7898	Fragmented	CM081436.1	127320047	127650103	+	1149	195	https://v10-1.orthodb.org/?query=120998at7898	Tetraspanin
121111at7898	Complete	CM081437.1	64674580	64678522	+	728	135	https://v10-1.orthodb.org/?query=121111at7898	protein SYS1 homolog
121154at7898	Complete	CM081451.1	39073004	39075041	-	457	111	https://v10-1.orthodb.org/?query=121154at7898	Iron-sulfur cluster assembly 2
12117at7898	Complete	CM081439.1	97918470	97982796	-	5325	928	https://v10-1.orthodb.org/?query=12117at7898	Zinc finger C2H2-type
121198at7898	Complete	CM081446.1	22486180	22506341	-	554	170	https://v10-1.orthodb.org/?query=121198at7898	Nuclear MIS12/MIND complex subunit PMF1/Nnf1
121209at7898	Complete	CM081437.1	36277319	36300483	+	608	150	https://v10-1.orthodb.org/?query=121209at7898	protein FAM210B
121252at7898	Complete	CM081438.1	55323075	55455935	+	655	182	https://v10-1.orthodb.org/?query=121252at7898	COMM domain
121263at7898	Complete	CM081445.1	69518169	69530953	+	746	169	https://v10-1.orthodb.org/?query=121263at7898	Phospholipase D-like domain
121271at7898	Complete	CM081439.1	22578523	22616661	+	705	185	https://v10-1.orthodb.org/?query=121271at7898	Myeloid leukemia factor
121320at7898	Complete	CM081452.1	30093834	30109256	+	583	122	https://v10-1.orthodb.org/?query=121320at7898	EGF-like, conserved site
121355at7898	Complete	CM081440.1	88344954	88346713	+	668	149	https://v10-1.orthodb.org/?query=121355at7898	Transcription factor CBF/NF-Y/archaeal histone domain
121382at7898	Complete	CM081456.1	28104251	28110735	+	1177	333	https://v10-1.orthodb.org/?query=121382at7898	Cep57 centrosome localisation domain
121394at7898	Complete	CM081451.1	59244713	59245589	+	1100	247	https://v10-1.orthodb.org/?query=121394at7898	Target SNARE coiled-coil homology domain
1213at7898	Complete	CM081451.1	54758221	54803786	+	8948	2018	https://v10-1.orthodb.org/?query=1213at7898	Phosphatidylinositol 3-/4-kinase, catalytic domain
12144at7898	Complete	CM081447.1	11824343	11869626	-	5108	993	https://v10-1.orthodb.org/?query=12144at7898	Integrator complex subunit 2
121451at7898	Complete	CM081439.1	77348033	77356539	+	1220	237	https://v10-1.orthodb.org/?query=121451at7898	U1 small nuclear ribonucleoprotein A
121501at7898	Complete	CM081452.1	42798334	42805259	+	818	150	https://v10-1.orthodb.org/?query=121501at7898	Sorting nexin 24
121503at7898	Complete	CM081456.1	10337956	10364546	+	838	167	https://v10-1.orthodb.org/?query=121503at7898	protein Mpv17
121539at7898	Complete	CM081457.1	13339370	13345848	+	992	182	https://v10-1.orthodb.org/?query=121539at7898	SIKE family
121548at7898	Complete	CM081442.1	99642360	99649224	-	874	201	https://v10-1.orthodb.org/?query=121548at7898	Spindle and kinetochore-associated protein 1
12156at7898	Complete	CM081447.1	79286429	79333193	+	4635	967	https://v10-1.orthodb.org/?query=12156at7898	Rab-GTPase-TBC domain
121575at7898	Complete	CM081436.1	53851654	53853834	+	519	133	https://v10-1.orthodb.org/?query=121575at7898	EF-hand domain
121580at7898	Complete	CM081455.1	42161894	42167948	-	609	137	https://v10-1.orthodb.org/?query=121580at7898	Vitamin K epoxide reductase
121663at7898	Complete	CM081437.1	79499242	79516774	-	664	124	https://v10-1.orthodb.org/?query=121663at7898	transmembrane protein 128
121672at7898	Complete	CM081457.1	16050403	16055034	+	681	151	https://v10-1.orthodb.org/?query=121672at7898	CGI121/TPRKB
121682at7898	Complete	CM081444.1	1319094	1328289	+	493	149	https://v10-1.orthodb.org/?query=121682at7898	protein PIH1D3
121884at7898	Complete	CM081440.1	109905557	109910183	-	708	135	https://v10-1.orthodb.org/?query=121884at7898	Transcription initiation factor TFIID, 23-30kDa subunit
121894at7898	Complete	CM081436.1	17634341	17640200	-	623	136	https://v10-1.orthodb.org/?query=121894at7898	Ribosomal protein S11
12190at7898	Complete	CM081442.1	93329832	93439341	+	4947	891	https://v10-1.orthodb.org/?query=12190at7898	Zinc finger C2H2-type
121971at7898	Complete	CM081437.1	9907057	9924385	-	563	128	https://v10-1.orthodb.org/?query=121971at7898	Type-1 angiotensin II receptor-associated protein
122037at7898	Complete	CM081451.1	60313615	60316192	-	629	134	https://v10-1.orthodb.org/?query=122037at7898	dual specificity protein phosphatase 23
12208at7898	Complete	CM081448.1	13320035	13383927	-	5115	985	https://v10-1.orthodb.org/?query=12208at7898	Rab-GTPase-TBC domain
1220at7898	Complete	CM081439.1	83616137	83659281	+	4522	1293	https://v10-1.orthodb.org/?query=1220at7898	Breast cancer type 2 susceptibility protein, helical domain
12210at7898	Complete	CM081454.1	43874412	43908081	+	3551	978	https://v10-1.orthodb.org/?query=12210at7898	Peroxisome biogenesis factor 1, N-terminal, alpha/beta
122116at7898	Complete	CM081451.1	32625962	32627574	-	611	173	https://v10-1.orthodb.org/?query=122116at7898	HAUS augmin-like complex subunit 2
12211at7898	Complete	CM081444.1	74618419	74651742	-	4830	1090	https://v10-1.orthodb.org/?query=12211at7898	Niemann-Pick C1, N-terminal
122122at7898	Complete	CM081442.1	100859378	100872123	-	764	184	https://v10-1.orthodb.org/?query=122122at7898	Fanconi anemia core complex-associated protein 24
122208at7898	Complete	CM081442.1	70837456	70843399	+	773	146	https://v10-1.orthodb.org/?query=122208at7898	kxDL motif-containing protein 1
122218at7898	Complete	CM081449.1	39070160	39083424	-	789	167	https://v10-1.orthodb.org/?query=122218at7898	cancer-related nucleoside-triphosphatase
