Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
11782at7898	Duplicated	ptg004084l_RagTag	168723	189729	+	4155	1005	0.6641	1.0	0	11782at7898_3	168724_168849_+|169985_170186_+|175167_175294_+|175380_175551_+|175895_175999_+|176085_176158_+|176238_176319_+|176407_176602_+|176704_176809_+|176901_177027_+|177126_177203_+|177286_177362_+|177451_177497_+|179443_179503_+|179729_179903_+|180008_180114_+|180619_180742_+|185090_185169_+|185420_185616_+|185757_186027_+|186136_186315_+|186793_187524_+|188838_188944_+|189115_189250_+|189607_189729_+
117911at7898	Single	CM081452.1_RagTag	57370798	57371284	+	784	158	0.8642	0.9473684210526315	0	117911at7898_0	57370799_57371284_+
117931at7898	Single	CM081438.1_RagTag	94767747	94774017	+	724	127	0.942	0.6731707317073171	0	117931at7898_0	94767748_94767833_+|94767913_94768049_+|94773749_94773864_+|94773943_94774017_+
117934at7898	Duplicated	ptg000557l_RagTag	460376	478214	+	718	145	0.7791	1.0	0	117934at7898_3	460377_460424_+|465368_465531_+|469992_470157_+|478083_478214_+
117934at7898	Duplicated	CM081452.1_RagTag	52356873	52374578	+	713	145	0.7733	1.0	0	117934at7898_3	52356874_52356921_+|52361809_52361972_+|52366435_52366600_+|52374447_52374578_+
118003at7898	Single	CM081444.1_RagTag	79999718	80004297	-	757	192	0.6533	0.9911894273127754	0	118003at7898_9	80004069_80004297_-|80003863_80003959_-|80003673_80003772_-|80001265_80001359_-|79999719_79999869_-
118023at7898	Single	CM081439.1_RagTag	74072627	74154983	-	789	179	0.6889	1.0	0	118023at7898_1	74154954_74154983_-|74100398_74100544_-|74072628_74073125_-
118061at7898	Duplicated	CM081442.1_RagTag	63259424	63267909	-	612	133	0.7006	1.0	0	118061at7898_0	63267564_63267909_-|63259425_63259549_-
118061at7898	Duplicated	ptg003856l_RagTag	81617	90084	-	612	133	0.7006	1.0	0	118061at7898_0	89739_90084_-|81618_81742_-
118071at7898	Single	CM081444.1_RagTag	81882848	81890993	-	758	128	0.8092	1.0	0	118071at7898_0	81890894_81890993_-|81889641_81889701_-|81888974_81889026_-|81884016_81884089_-|81883802_81883871_-|81883033_81883116_-|81882849_81882925_-
118095at7898	Duplicated	CM081451.1_RagTag	40726271	40726989	+	772	190	0.8063	1.0	0	118095at7898_0	40726272_40726493_+|40726639_40726989_+
118095at7898	Duplicated	CM081451.1_RagTag	40301181	40301899	+	772	190	0.8063	1.0	0	118095at7898_0	40301182_40301403_+|40301549_40301899_+
118107at7898	Single	CM081454.1_RagTag	34487104	34490271	-	735	189	0.7277	1.0	0	118107at7898_0	34490003_34490271_-|34487644_34487823_-|34487455_34487573_-|34487105_34487142_-
118122at7898	Duplicated	CM081443.1_RagTag	57699082	57701432	-	718	162	0.6821	0.8333333333333334	0	118122at7898_9	57701349_57701432_-|57699987_57700035_-|57699083_57699528_-
118122at7898	Duplicated	ptg004885l_RagTag	3040	5397	+	713	162	0.6769	0.8333333333333334	0	118122at7898_9	3041_3124_+|4436_4484_+|4952_5397_+
118130at7898	Single	CM081437.1_RagTag	108007120	108011539	-	882	197	0.7729	0.9661016949152542	0	118130at7898_8	108011338_108011539_-|108007121_108007602_-
118146at7898	Single	CM081439.1_RagTag	28939695	28964825	-	775	196	0.5786	0.9438943894389439	0	118146at7898_3	28964705_28964825_-|28948429_28948476_-|28939696_28940408_-
118176at7898	Single	CM081441.1_RagTag	111067271	111090647	-	810	162	0.8268	1.0	0	118176at7898_2	111090621_111090647_-|111090028_111090151_-|111080443_111080536_-|111080266_111080326_-|111077583_111077669_-|111075355_111075476_-|111067272_111067293_-
118181at7898	Duplicated	ptg001995l_RagTag	163454	173298	-	740	161	0.7027	1.0	0	118181at7898_1	173262_173298_-|167739_167891_-|165543_165645_-|165418_165457_-|165211_165301_-|163455_163585_-
118181at7898	Duplicated	CM081447.1_RagTag	33397726	33407512	-	717	161	0.7014	1.0	0	118181at7898_1	33407476_33407512_-|33401984_33402137_-|33399837_33399939_-|33399710_33399749_-|33399503_33399593_-|33397727_33397857_-
118207at7898	Single	CM081452.1_RagTag	14601949	14610967	-	868	172	0.852	1.0	0	118207at7898_1	14610789_14610967_-|14610489_14610700_-|14601950_14602146_-
11823at7898	Single	CM081450.1_RagTag	17084089	17137870	+	4385	1005	0.7032	0.9949324324324325	0	11823at7898_2	17084090_17084240_+|17084347_17084397_+|17086337_17086434_+|17086586_17086687_+|17086816_17086962_+|17087871_17087926_+|17096094_17096226_+|17097091_17097136_+|17098318_17098450_+|17103286_17103413_+|17103496_17103556_+|17103700_17103774_+|17103950_17104044_+|17111242_17111398_+|17118000_17118057_+|17118149_17118178_+|17118458_17118543_+|17121362_17121442_+|17121535_17121608_+|17121762_17121879_+|17122064_17122124_+|17122377_17122399_+|17122493_17122524_+|17122646_17122708_+|17123754_17123830_+|17124064_17124145_+|17124270_17124388_+|17124490_17124578_+|17124971_17125111_+|17129113_17129196_+|17131259_17131417_+|17132610_17132748_+|17135996_17136117_+|17137016_17137093_+|17137183_17137269_+|17137367_17137454_+|17137595_17137870_+
118274at7898	Single	CM081443.1_RagTag	244632	313861	+	896	227	0.6113	1.0	0	118274at7898_3	244633_244689_+|261627_261684_+|263390_263514_+|263672_263746_+|266151_266246_+|289178_289306_+|313231_313392_+|313769_313861_+
118296at7898	Single	CM081443.1_RagTag	5756676	5759873	-	702	146	0.8718	0.8914285714285715	0	118296at7898_5	5759774_5759873_-|5758458_5758726_-|5756677_5756775_-
118342at7898	Duplicated	CM081455.1_RagTag	54022524	54023679	-	1039	201	0.8996	1.0	0	118342at7898_0	54023568_54023679_-|54023232_54023435_-|54023053_54023140_-|54022525_54022807_-
118342at7898	Duplicated	CM081455.1_RagTag	53917526	53918679	-	1039	201	0.8996	1.0	0	118342at7898_0	53918568_53918679_-|53918232_53918435_-|53918054_53918141_-|53917527_53917809_-
11834at7898	Single	CM081451.1_RagTag	26592546	26716560	+	3958	812	0.7444	1.0	0	11834at7898_8	26592547_26592606_+|26675812_26675931_+|26677019_26677141_+|26679612_26679765_+|26679854_26680002_+|26680209_26680258_+|26680364_26680473_+|26680588_26680675_+|26686184_26686299_+|26686426_26686595_+|26688552_26688642_+|26691650_26691801_+|26693493_26693653_+|26697453_26697554_+|26698387_26698479_+|26704219_26704327_+|26705877_26705979_+|26706179_26706301_+|26706732_26706863_+|26710026_26710132_+|26710239_26710384_+|26710498_26710688_+|26711532_26711676_+|26716418_26716560_+
118393at7898	Duplicated	CM081448.1_RagTag	80092915	80101220	+	719	148	0.8061	1.0	0	118393at7898_7	80092916_80093125_+|80098019_80098150_+|80100955_80101023_+|80101137_80101220_+
118393at7898	Duplicated	ptg001443l_RagTag	20346	28767	-	692	148	0.8	1.0	0	118393at7898_7	28558_28767_-|23465_23595_-|20544_20612_-|20347_20430_-
118403at7898	Single	CM081443.1_RagTag	56974369	56987626	+	787	140	0.8563	1.0	0	118403at7898_0	56974370_56974470_+|56976122_56976183_+|56985223_56985389_+|56987435_56987626_+
118421at7898	Single	CM081453.1_RagTag	79640544	79642220	+	798	158	0.8098	1.0	0	118421at7898_0	79640545_79640609_+|79640823_79640933_+|79641704_79641866_+|79641934_79642014_+|79642089_79642220_+
118434at7898	Single	CM081453.1_RagTag	97606012	97609498	-	802	152	0.8814	0.9672131147540983	0	118434at7898	97609429_97609498_-|97607006_97607085_-|97606734_97606887_-|97606413_97606480_-|97606013_97606171_-
11846at7898	Duplicated	ptg001124l_RagTag	989052	1050606	+	5024	932	0.8918	1.0	0	11846at7898_0	989053_989118_+|991874_991927_+|992204_992278_+|997606_997749_+|997901_998016_+|998136_998293_+|1001559_1001712_+|1003844_1004064_+|1004485_1004636_+|1006334_1006521_+|1013648_1013734_+|1013859_1014016_+|1019114_1019340_+|1026331_1026435_+|1026550_1026637_+|1034233_1034330_+|1036195_1036327_+|1037271_1037518_+|1043800_1044012_+|1048229_1048417_+|1048511_1048577_+|1048711_1048841_+|1050439_1050606_+
11846at7898	Duplicated	CM081435.1_RagTag	35182740	35245059	-	5024	932	0.8918	1.0	0	11846at7898_0	35244994_35245059_-|35242182_35242235_-|35241831_35241905_-|35236358_35236501_-|35236091_35236206_-|35235814_35235971_-|35232447_35232600_-|35230095_35230315_-|35229533_35229684_-|35227629_35227816_-|35220417_35220503_-|35220135_35220292_-|35214841_35215067_-|35206999_35207103_-|35206797_35206884_-|35199154_35199251_-|35197143_35197275_-|35195952_35196199_-|35189399_35189611_-|35184930_35185118_-|35184770_35184836_-|35184506_35184636_-|35182741_35182908_-
11847at7898	Duplicated	CM081440.1_RagTag	70497176	70540106	+	4888	931	0.8668	0.9824399260628466	0	11847at7898_5	70497177_70497446_+|70505881_70505922_+|70510492_70510626_+|70510855_70510928_+|70511142_70511214_+|70511296_70511385_+|70511493_70511548_+|70513140_70513260_+|70513388_70513564_+|70514016_70514098_+|70514268_70514316_+|70514537_70514626_+|70514918_70515013_+|70515090_70515161_+|70515236_70515322_+|70518192_70518341_+|70521463_70521645_+|70521724_70521900_+|70521979_70522061_+|70522158_70522206_+|70522288_70522377_+|70523940_70524035_+|70526304_70526375_+|70526478_70526564_+|70526682_70526828_+|70529003_70529142_+|70529283_70529378_+|70529547_70529678_+|70529762_70529867_+|70539901_70539950_+|70540082_70540106_+
11847at7898	Duplicated	ptg003645l_RagTag	205962	248936	+	4887	931	0.8659	0.9824399260628466	0	11847at7898_5	205963_206232_+|214619_214660_+|219207_219341_+|219570_219643_+|219857_219929_+|220011_220100_+|220208_220263_+|223328_223448_+|223575_223751_+|224203_224285_+|224455_224503_+|224724_224813_+|225104_225199_+|225276_225347_+|225422_225508_+|228628_228777_+|232259_232441_+|232520_232696_+|232775_232857_+|232954_233002_+|233084_233173_+|234325_234420_+|236713_236784_+|236887_236973_+|237091_237237_+|239465_239604_+|239745_239840_+|240023_240154_+|240238_240343_+|248731_248780_+|248912_248936_+
118484at7898	Duplicated	CM081457.1_RagTag	25630547	25668609	-	772	164	0.5891	1.0	0	118484at7898_7	25668516_25668609_-|25662549_25662659_-|25639182_25639313_-|25638927_25639082_-|25630548_25630795_-
118484at7898	Duplicated	ptg003954l_RagTag	54483	92035	+	769	164	0.5853	1.0	0	118484at7898_7	54484_54577_+|60384_60494_+|83026_83133_+|83233_83412_+|91788_92035_+
118547at7898	Single	CM081436.1_RagTag	84568797	84575055	-	804	161	0.8743	0.9308510638297872	0	118547at7898	84574966_84575055_-|84573355_84573469_-|84569270_84569369_-|84569017_84569143_-|84568798_84568890_-
118569at7898	Single	CM081446.1_RagTag	21762107	21765295	-	643	165	0.6932	0.8177570093457944	0	118569at7898	21765070_21765295_-|21764519_21764701_-|21762108_21762226_-
118589at7898	Single	CM081444.1_RagTag	56362064	56368952	-	581	199	0.5571	1.0	0	118589at7898_1	56368723_56368952_-|56364204_56364416_-|56362447_56362555_-|56362065_56362145_-
118600at7898	Single	CM081435.1_RagTag	56397405	56415403	+	720	155	0.7733	1.0	0	118600at7898_0	56397406_56397489_+|56403576_56403773_+|56410081_56410176_+|56415266_56415403_+
118603at7898	Single	CM081440.1_RagTag	87658498	87668383	+	772	147	0.8059	1.0	0	118603at7898_8	87658499_87658632_+|87663148_87663254_+|87663354_87663441_+|87668203_87668383_+
118613at7898	Duplicated	ptg004465l_RagTag	82100	84794	+	662	158	0.678	0.9833333333333333	0	118613at7898_5	82101_82277_+|84198_84407_+|84513_84596_+|84735_84794_+
118613at7898	Duplicated	CM081456.1_RagTag	40012764	40015467	+	657	158	0.6723	0.9833333333333333	0	118613at7898_5	40012765_40012941_+|40014871_40015080_+|40015186_40015269_+|40015408_40015467_+
118661at7898	Duplicated	ptg000227l_RagTag	18669	21587	+	597	137	0.6497	0.9365079365079365	0	118661at7898_4	18670_18780_+|18913_18937_+|20829_20888_+|21066_21148_+|21259_21428_+|21506_21587_+
118661at7898	Duplicated	CM081455.1_RagTag	76042149	76045099	-	596	137	0.6497	0.9365079365079365	0	118661at7898_4	76044989_76045099_-|76044835_76044859_-|76042857_76042916_-|76042597_76042679_-|76042309_76042478_-|76042150_76042231_-
118679at7898	Single	CM081457.1_RagTag	6079313	6083358	+	703	169	0.6612	1.0	0	118679at7898_6	6079314_6079912_+|6083259_6083358_+
118698at7898	Single	CM081441.1_RagTag	94751655	94752483	+	812	207	0.5966	1.0	0	118698at7898_1	94751656_94752483_+
118733at7898	Single	CM081457.1_RagTag	9559404	9563272	-	823	151	0.8415	1.0	0	118733at7898_0	9563128_9563272_-|9559405_9559808_-
118781at7898	Single	CM081453.1_RagTag	69111846	69126073	-	672	201	0.6256	0.8410852713178295	0	118781at7898_7	69125914_69126073_-|69123131_69123196_-|69118350_69118404_-|69114057_69114305_-|69111847_69111961_-
118799at7898	Duplicated	ptg002582l_RagTag	84709	92685	-	649	137	0.7808	0.874251497005988	0	118799at7898_8	92608_92685_-|90191_90308_-|87760_87829_-|87421_87547_-|84710_84754_-
118799at7898	Duplicated	CM081441.1_RagTag	122790491	122796814	+	649	137	0.7808	0.874251497005988	0	118799at7898_8	122790492_122790569_+|122792873_122792990_+|122793682_122793751_+|122793964_122794090_+|122796770_122796814_+
118832at7898	Duplicated	CM081435.1_RagTag	57433391	57437899	-	709	175	0.5854	1.0	0	118832at7898_0	57437830_57437899_-|57436946_57437515_-|57433392_57433489_-
118832at7898	Duplicated	CM081435.1_RagTag	57550393	57554824	-	709	175	0.5854	1.0	0	118832at7898_0	57554755_57554824_-|57553872_57554441_-|57550394_57550491_-
118849at7898	Single	CM081451.1_RagTag	73718861	73727544	+	630	163	0.6429	0.9468599033816425	0	118849at7898_7	73718862_73719049_+|73724548_73724694_+|73724916_73725039_+|73727416_73727544_+
118865at7898	Single	CM081437.1_RagTag	59015298	59027218	-	815	148	0.8122	1.0	0	118865at7898_3	59027147_59027218_-|59026978_59027062_-|59022672_59022758_-|59022517_59022573_-|59022210_59022344_-|59021930_59021955_-|59021802_59021826_-|59015299_59015390_-
118888at7898	Duplicated	CM081457.1_RagTag	8634646	8635650	+	757	187	0.6087	0.9543726235741445	0	118888at7898_6	8634647_8634731_+|8634816_8634937_+|8635015_8635117_+|8635202_8635650_+
118888at7898	Duplicated	CM081457.1_RagTag	8486592	8487596	+	757	187	0.6087	0.9543726235741445	0	118888at7898_6	8486593_8486677_+|8486762_8486883_+|8486961_8487063_+|8487148_8487596_+
118953at7898	Single	CM081445.1_RagTag	3550575	3561572	-	736	159	0.7539	1.0	0	118953at7898_0	3561396_3561572_-|3556415_3556705_-|3550576_3550680_-
118960at7898	Duplicated	ptg004415l_RagTag	1439	7136	+	840	159	0.7919	0.9560975609756097	0	118960at7898_1	1440_1610_+|3472_3561_+|6577_6725_+|6959_7136_+
118960at7898	Duplicated	CM081443.1_RagTag	50567592	50573367	+	840	159	0.7919	0.9560975609756097	0	118960at7898_1	50567593_50567763_+|50569663_50569752_+|50572807_50572955_+|50573190_50573367_+
118965at7898	Single	CM081451.1_RagTag	29869389	29873666	-	823	168	0.8684	1.0	0	118965at7898_3	29873500_29873666_-|29872055_29872224_-|29870002_29870156_-|29869523_29869545_-|29869390_29869441_-
119023at7898	Single	CM081439.1_RagTag	4749769	4750547	-	696	152	0.7531	0.9529411764705882	0	119023at7898_4	4750431_4750547_-|4750214_4750358_-|4749770_4749993_-
119097at7898	Duplicated	CM081437.1_RagTag	79330697	79428183	+	1114	229	0.6657	1.0	0	119097at7898_4	79330698_79330848_+|79359669_79359728_+|79377380_79377514_+|79419070_79419441_+|79427933_79428183_+
119097at7898	Duplicated	ptg002390l_RagTag	63182	171101	+	1077	235	0.6596	1.0	0	119097at7898_4	63183_63344_+|118075_118249_+|161811_162182_+|170851_171101_+
119157at7898	Single	CM081454.1_RagTag	55655869	55662078	+	840	313	0.4688	1.0	0	119157at7898	55655870_55656017_+|55660039_55660276_+|55660391_55660479_+|55660572_55660662_+|55661108_55661180_+|55661308_55661411_+|55661541_55662078_+
119161at7898	Single	CM081441.1_RagTag	89515897	89518145	+	659	127	0.9028	1.0	0	119161at7898_0	89515898_89515994_+|89516123_89516282_+|89517971_89518145_+
119168at7898	Single	CM081445.1_RagTag	110526837	110531570	+	737	176	0.7044	1.0	0	119168at7898_0	110526838_110526901_+|110529559_110529639_+|110529723_110529847_+|110529916_110530049_+|110530627_110530729_+|110531475_110531570_+
119251at7898	Single	CM081450.1_RagTag	65974058	65976737	+	773	77	0.8652	1.0	0	119251at7898_1	65974059_65974106_+|65974236_65974304_+|65975609_65975727_+|65975808_65975928_+|65976561_65976737_+
119357at7898	Single	CM081435.1_RagTag	169734589	169746318	+	706	147	0.8344	0.9421965317919075	0	119357at7898_0	169734590_169734658_+|169739262_169739377_+|169741311_169741488_+|169746193_169746318_+
119369at7898	Single	CM081439.1_RagTag	110690426	110693480	-	640	158	0.7088	0.9627659574468085	0	119369at7898_5	110693375_110693480_-|110692969_110693157_-|110690427_110690677_-
119386at7898	Single	CM081455.1_RagTag	35723845	35734406	-	712	156	0.6649	1.0	0	119386at7898_1	35734316_35734406_-|35734016_35734142_-|35730978_35731077_-|35727189_35727344_-|35723846_35723935_-
119428at7898	Single	CM081456.1_RagTag	43887219	43889578	-	693	183	0.6432	0.9068825910931174	0	119428at7898_0	43889370_43889578_-|43887775_43887856_-|43887557_43887687_-|43887220_43887466_-
119441at7898	Single	CM081453.1_RagTag	97648417	97665291	-	1414	214	0.8896	1.0	0	119441at7898_0	97665075_97665291_-|97661334_97661521_-|97648418_97648915_-
119463at7898	Single	CM081444.1_RagTag	45023933	45030206	-	591	160	0.6667	1.0	0	119463at7898_0	45030103_45030206_-|45029056_45029147_-|45025981_45026105_-|45023934_45024134_-
119485at7898	Duplicated	CM081437.1_RagTag	77195540	77200784	+	388	134	0.4667	0.9318181818181818	0	119485at7898_9	77195541_77195678_+|77197168_77197230_+|77197316_77197468_+|77197628_77197690_+|77200719_77200784_+
119485at7898	Duplicated	CM081437.1_RagTag	76905514	76910730	+	388	134	0.4667	0.9318181818181818	0	119485at7898_9	76905515_76905652_+|76907142_76907204_+|76907290_76907442_+|76907574_76907636_+|76910665_76910730_+
119526at7898	Single	CM081438.1_RagTag	1770294	1813864	-	832	191	0.6909	1.0	0	119526at7898_0	1813667_1813864_-|1770718_1770827_-|1770295_1770625_-
119554at7898	Single	CM081444.1_RagTag	100542456	100543410	+	985	250	0.631	1.0	0	119554at7898_0	100542457_100543410_+
119561at7898	Single	CM081454.1_RagTag	49989870	50044270	+	875	230	0.6204	1.0	0	119561at7898_8	49989871_49989924_+|50037025_50037118_+|50037968_50038147_+|50038346_50038545_+|50039325_50039538_+|50044107_50044270_+
11957at7898	Single	CM081441.1_RagTag	79566792	79583669	-	2578	475	0.4561	0.9984484096198604	0	11957at7898_0	79582839_79583669_-|79580710_79580834_-|79578974_79579047_-|79566793_79569653_-
119602at7898	Duplicated	CM081443.1_RagTag	74908938	74916444	+	805	167	0.7882	1.0	0	119602at7898_0	74908939_74909005_+|74912327_74912404_+|74913473_74913555_+|74915253_74915327_+|74915600_74915698_+|74916238_74916444_+
119602at7898	Duplicated	ptg001073l_RagTag	341648	349257	+	797	167	0.7833	1.0	0	119602at7898_0	341649_341715_+|345061_345138_+|346207_346289_+|348061_348135_+|348408_348506_+|349051_349257_+
119687at7898	Single	CM081438.1_RagTag	53869710	53926189	+	584	124	0.7958	0.6826923076923077	0	119687at7898_1	53869711_53869785_+|53922000_53922172_+|53924501_53924574_+|53926089_53926189_+
119726at7898	Duplicated	CM081446.1_RagTag	99180786	99191447	-	936	192	0.7723	1.0	0	119726at7898_1	99191274_99191447_-|99190030_99190134_-|99188153_99188384_-|99185507_99185619_-|99180787_99180834_-
119726at7898	Duplicated	CM081446.1_RagTag	98421379	98432235	-	919	192	0.7522	1.0	0	119726at7898_1	98432044_98432235_-|98430831_98430935_-|98428954_98429185_-|98426184_98426296_-|98421380_98421427_-
119731at7898	Duplicated	CM081439.1_RagTag	13719971	13724815	+	751	170	0.6884	0.8122448979591836	0	119731at7898_8	13719972_13720109_+|13720571_13720639_+|13720838_13720930_+|13724376_13724471_+|13724542_13724692_+|13724772_13724815_+
119731at7898	Duplicated	CM081439.1_RagTag	12688585	12693293	+	751	170	0.6884	0.8122448979591836	0	119731at7898_8	12688586_12688723_+|12689185_12689253_+|12689452_12689544_+|12692854_12692949_+|12693020_12693170_+|12693250_12693293_+
119807at7898	Duplicated	ptg000117l_RagTag	265987	273659	+	428	134	0.5084	0.9101123595505618	0	119807at7898_3	265988_266080_+|268488_268686_+|271659_271759_+|273516_273659_+
119807at7898	Duplicated	CM081439.1_RagTag	32877956	32886024	+	428	134	0.5084	0.9101123595505618	0	119807at7898_3	32877957_32878049_+|32880839_32881037_+|32884019_32884119_+|32885881_32886024_+
11981at7898	Duplicated	CM081440.1_RagTag	51546919	51577136	+	3271	865	0.6007	0.9599627560521415	0	11981at7898_9	51546920_51547000_+|51551476_51552686_+|51552846_51553509_+|51556943_51557008_+|51563925_51564150_+|51565957_51566051_+|51567935_51568078_+|51568195_51568285_+|51568849_51568979_+|51569254_51569365_+|51571143_51571300_+|51576882_51577136_+
11981at7898	Duplicated	ptg000270l_RagTag	94272	122720	-	3253	865	0.5938	0.9599627560521415	0	11981at7898_9	122640_122720_-|116912_118155_-|116089_116752_-|112617_112682_-|105547_105772_-|103646_103740_-|101660_101803_-|101457_101547_-|100760_100890_-|100374_100485_-|100037_100194_-|94273_94527_-
119842at7898	Duplicated	CM081439.1_RagTag	173769	179212	-	953	201	0.7386	1.0	0	119842at7898_0	179159_179212_-|177884_178108_-|177525_177659_-|173770_174078_-
119842at7898	Duplicated	CM081439.1_RagTag	254971	260199	-	953	201	0.7386	1.0	0	119842at7898_0	260146_260199_-|258893_259117_-|258534_258668_-|254972_255280_-
119879at7898	Duplicated	CM081447.1_RagTag	65195085	65205420	-	1344	326	0.5852	1.0	0	119879at7898_1	65205401_65205420_-|65203962_65204052_-|65203720_65203776_-|65203476_65203604_-|65202873_65203080_-|65196308_65196410_-|65195086_65195830_-
119879at7898	Duplicated	ptg000535l_RagTag	420618	430884	+	1334	326	0.5832	1.0	0	119879at7898_1	420619_420638_+|421983_422073_+|422259_422315_+|422431_422559_+|422948_423155_+|429564_429666_+|430140_430884_+
119896at7898	Duplicated	CM081452.1_RagTag	13927454	13934028	-	594	140	0.7343	0.8313953488372093	0	119896at7898_8	13933993_13934028_-|13929124_13929235_-|13927455_13927735_-
119896at7898	Duplicated	ptg003147l_RagTag	63310	69871	+	590	140	0.7273	0.8313953488372093	0	119896at7898_8	63311_63346_+|68089_68200_+|69591_69871_+
119901at7898	Duplicated	CM081455.1_RagTag	35318613	35323604	+	674	135	0.7759	1.0	0	119901at7898_0	35318614_35318683_+|35320828_35320977_+|35321145_35321312_+|35323480_35323604_+
119901at7898	Duplicated	ptg001257l_RagTag	309899	314878	-	670	135	0.7701	1.0	0	119901at7898_0	314809_314878_-|312525_312674_-|312192_312359_-|309900_310024_-
119906at7898	Single	CM081452.1_RagTag	37232013	37234648	-	666	129	0.6703	0.8829268292682927	0	119906at7898_2	37234348_37234648_-|37233945_37234085_-|37232014_37232102_-
119924at7898	Duplicated	ptg000072l_RagTag	36574	37087	+	721	146	0.8187	1.0	0	119924at7898_0	36575_37087_+
119924at7898	Duplicated	CM081447.1_RagTag	12342874	12343387	+	721	146	0.8187	1.0	0	119924at7898_0	12342875_12343387_+
119932at7898	Duplicated	CM081445.1_RagTag	22477036	22495642	-	959	168	0.8927	1.0	0	119932at7898_0	22495574_22495642_-|22495216_22495273_-|22493025_22493173_-|22491485_22491559_-|22491141_22491255_-|22477685_22477729_-|22477037_22477140_-
119932at7898	Duplicated	CM081445.1_RagTag	22011232	22029647	-	959	168	0.8927	1.0	0	119932at7898_0	22029579_22029647_-|22029233_22029290_-|22027027_22027175_-|22025499_22025573_-|22025155_22025269_-|22011878_22011922_-|22011233_22011336_-
119977at7898	Single	CM081457.1_RagTag	1626825	1656029	-	691	133	0.7888	1.0	0	119977at7898_9	1655982_1656029_-|1654957_1655116_-|1630200_1630372_-|1629890_1629925_-|1626826_1626882_-
120040at7898	Single	CM081436.1_RagTag	146629640	146657105	+	847	157	0.7665	1.0	0	120040at7898_0	146629641_146629752_+|146641759_146641927_+|146651223_146651373_+|146653741_146653834_+|146657047_146657105_+
120088at7898	Single	CM081436.1_RagTag	3296797	3310372	-	668	159	0.5983	0.7189542483660131	0	120088at7898_8	3310220_3310372_-|3308971_3309047_-|3304219_3304294_-|3304005_3304127_-|3303726_3303789_-|3296798_3297003_-
120150at7898	Single	CM081438.1_RagTag	3968209	3983586	-	822	159	0.8601	0.9698492462311558	0	120150at7898_6	3983480_3983586_-|3979258_3979418_-|3968609_3968709_-|3968384_3968524_-|3968210_3968275_-
120168at7898	Single	CM081436.1_RagTag	93068762	93081544	-	993	198	0.9147	1.0	0	120168at7898_0	93081441_93081544_-|93073445_93073586_-|93070185_93070358_-|93069081_93069137_-|93068763_93068918_-
120169at7898	Single	CM081437.1_RagTag	69638227	69640000	-	499	128	0.5617	0.9257142857142857	0	120169at7898_7	69639808_69640000_-|69639006_69639128_-|69638228_69638397_-
120202at7898	Duplicated	CM081444.1_RagTag	53600876	53604741	-	742	216	0.6583	0.9433198380566802	0	120202at7898_2	53604665_53604741_-|53604534_53604552_-|53601847_53601893_-|53601503_53601732_-|53601278_53601428_-|53601056_53601158_-|53600877_53600969_-
120202at7898	Duplicated	CM081444.1_RagTag	53880948	53884804	-	742	216	0.6583	0.9433198380566802	0	120202at7898_2	53884728_53884804_-|53884595_53884613_-|53881905_53881951_-|53881575_53881804_-|53881350_53881500_-|53881128_53881230_-|53880949_53881041_-
120216at7898	Duplicated	CM081436.1_RagTag	98659380	98687162	+	830	143	0.8837	0.9828571428571429	0	120216at7898	98659381_98659664_+|98685083_98685208_+|98687060_98687162_+
120216at7898	Duplicated	CM081436.1_RagTag	98338311	98367402	+	830	143	0.8837	0.9828571428571429	0	120216at7898	98338312_98338595_+|98365323_98365448_+|98367300_98367402_+
120238at7898	Single	CM081444.1_RagTag	1735813	1751289	+	624	142	0.6627	1.0	0	120238at7898_0	1735814_1735890_+|1736002_1736103_+|1738270_1738331_+|1748022_1748185_+|1751188_1751289_+
120265at7898	Single	CM081446.1_RagTag	51824150	51829219	-	618	145	0.6902	1.0	0	120265at7898_4	51829132_51829219_-|51828886_51829019_-|51828715_51828796_-|51828137_51828298_-|51824151_51824230_-
120332at7898	Single	CM081451.1_RagTag	30677845	30686987	-	653	200	0.5046	0.9629629629629629	0	120332at7898_6	30686966_30686987_-|30686258_30686413_-|30684447_30684593_-|30683287_30683646_-|30681626_30681820_-|30677846_30677907_-
120440at7898	Single	CM081438.1_RagTag	111618541	111626201	+	786	146	0.8875	0.9937888198757764	0	120440at7898	111618542_111618616_+|111618952_111619045_+|111622778_111622845_+|111622953_111623071_+|111626078_111626201_+
120503at7898	Duplicated	CM081447.1_RagTag	97111162	97113971	-	970	172	0.8291	1.0	0	120503at7898_0	97113728_97113971_-|97112332_97112522_-|97111163_97111417_-
120503at7898	Duplicated	ptg002866l_RagTag	482476	485320	-	963	172	0.8205	1.0	0	120503at7898_0	485077_485320_-|483680_483870_-|482477_482731_-
120510at7898	Single	CM081452.1_RagTag	44687697	44702065	+	923	200	0.6352	1.0	0	120510at7898_3	44687698_44687787_+|44691313_44691415_+|44692024_44692191_+|44701530_44702065_+
120540at7898	Single	CM081452.1_RagTag	36042268	36048625	-	754	142	0.8718	1.0	0	120540at7898_0	36048324_36048625_-|36042269_36042434_-
120581at7898	Single	CM081436.1_RagTag	125299605	125350269	+	891	165	0.8333	1.0	0	120581at7898_5	125299606_125299851_+|125316548_125316897_+|125350224_125350269_+
