# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
123912at7898	Complete	CM081438.1_RagTag	55840418	55847621	+	857	148	https://v10-1.orthodb.org/?query=123912at7898	Peroxisomal membrane protein 2
123914at7898	Complete	CM081435.1_RagTag	129705677	129733806	-	574	137	https://v10-1.orthodb.org/?query=123914at7898	coiled-coil domain-containing protein 28A
124008at7898	Complete	CM081439.1_RagTag	27360251	27361756	-	630	140	https://v10-1.orthodb.org/?query=124008at7898	Mediator complex, subunit Med29, metazoa
124022at7898	Complete	CM081441.1_RagTag	89651162	89658919	-	781	148	https://v10-1.orthodb.org/?query=124022at7898	TCF3 fusion partner
124058at7898	Duplicated	CM081446.1_RagTag	41993528	42001134	+	727	129	https://v10-1.orthodb.org/?query=124058at7898	PDZ domain
124058at7898	Duplicated	ptg002620l_RagTag	91034	98562	+	727	129	https://v10-1.orthodb.org/?query=124058at7898	PDZ domain
124088at7898	Complete	CM081448.1_RagTag	25625256	25634115	+	634	124	https://v10-1.orthodb.org/?query=124088at7898	Trafficking protein particle complex subunit 2
124143at7898	Complete	CM081435.1_RagTag	56504638	56520030	+	501	129	https://v10-1.orthodb.org/?query=124143at7898	Biogenesis of lysosome-related organelles complex 1 subunit 5
124200at7898	Complete	CM081454.1_RagTag	45709423	45717562	-	676	188	https://v10-1.orthodb.org/?query=124200at7898	Biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino
124201at7898	Complete	CM081438.1_RagTag	60012522	60020207	+	863	189	https://v10-1.orthodb.org/?query=124201at7898	Centromere protein H, C-terminal
124207at7898	Duplicated	CM081440.1_RagTag	101162411	101164044	-	729	152	https://v10-1.orthodb.org/?query=124207at7898	polyglutamine-binding protein 1
124207at7898	Duplicated	ptg000791l_RagTag	588211	589846	-	729	152	https://v10-1.orthodb.org/?query=124207at7898	polyglutamine-binding protein 1
12422at7898	Complete	CM081457.1_RagTag	9187907	9240314	-	5319	1097	https://v10-1.orthodb.org/?query=12422at7898	Apoptotic protease-activating factor 1
124238at7898	Complete	CM081455.1_RagTag	49042515	49050179	-	590	126	https://v10-1.orthodb.org/?query=124238at7898	Ribosomal protein/NADH dehydrogenase domain
124297at7898	Complete	CM081455.1_RagTag	70862935	70870682	-	577	128	https://v10-1.orthodb.org/?query=124297at7898	Globin
12431at7898	Complete	CM081456.1_RagTag	50778164	50810344	-	3867	710	https://v10-1.orthodb.org/?query=12431at7898	Protein kinase domain
124333at7898	Complete	CM081443.1_RagTag	90353497	90358551	-	499	118	https://v10-1.orthodb.org/?query=124333at7898	RNAse P, Rpr2/Rpp21 subunit
124360at7898	Complete	CM081454.1_RagTag	36701578	36716433	-	579	109	https://v10-1.orthodb.org/?query=124360at7898	Mediator complex, subunit Med30, metazoa
124382at7898	Complete	CM081450.1_RagTag	16956947	16958798	-	609	130	https://v10-1.orthodb.org/?query=124382at7898	Ribosomal protein L7/L12, C-terminal
124451at7898	Complete	CM081446.1_RagTag	33057671	33060793	-	746	152	https://v10-1.orthodb.org/?query=124451at7898	EF-hand domain
124488at7898	Complete	CM081443.1_RagTag	73153345	73163214	-	513	123	https://v10-1.orthodb.org/?query=124488at7898	nuclear receptor 2C2-associated protein
124510at7898	Complete	CM081448.1_RagTag	18709291	18709986	-	453	128	https://v10-1.orthodb.org/?query=124510at7898	Ribosomal protein L30, ferredoxin-like fold domain
124545at7898	Duplicated	ptg004483l_RagTag	9074	9473	+	388	115	https://v10-1.orthodb.org/?query=124545at7898	Ribosomal protein S28, mitochondrial
124545at7898	Duplicated	CM081445.1_RagTag	86330	86729	+	388	115	https://v10-1.orthodb.org/?query=124545at7898	Ribosomal protein S28, mitochondrial
12457at7898	Duplicated	CM081439.1_RagTag	63613556	63637549	+	2864	701	https://v10-1.orthodb.org/?query=12457at7898	protein NPAT
12457at7898	Duplicated	CM081439.1_RagTag	64060243	64084333	+	2868	701	https://v10-1.orthodb.org/?query=12457at7898	protein NPAT
124690at7898	Duplicated	ptg003162l_RagTag	42351	44528	-	503	122	https://v10-1.orthodb.org/?query=124690at7898	Transmembrane protein 18
124690at7898	Duplicated	CM081456.1_RagTag	50111731	50113945	+	503	122	https://v10-1.orthodb.org/?query=124690at7898	Transmembrane protein 18
124705at7898	Complete	CM081443.1_RagTag	90433661	90438254	+	627	139	https://v10-1.orthodb.org/?query=124705at7898	Centrosomal protein 19
124736at7898	Duplicated	CM081451.1_RagTag	79109240	79143199	-	925	153	https://v10-1.orthodb.org/?query=124736at7898	Cytochrome b5-like heme/steroid binding domain
124736at7898	Duplicated	ptg004626l_RagTag	22836	51022	-	925	153	https://v10-1.orthodb.org/?query=124736at7898	Cytochrome b5-like heme/steroid binding domain
124762at7898	Duplicated	ptg002259l_RagTag	230782	235056	+	520	102	https://v10-1.orthodb.org/?query=124762at7898	Ribonuclease H2, subunit C
124762at7898	Duplicated	CM081446.1_RagTag	19955138	19959405	+	519	102	https://v10-1.orthodb.org/?query=124762at7898	Ribonuclease H2, subunit C
124773at7898	Duplicated	CM081453.1_RagTag	99220959	99221818	-	611	133	https://v10-1.orthodb.org/?query=124773at7898	Trafficking protein particle complex subunit
124773at7898	Duplicated	CM081453.1_RagTag	99247433	99248291	-	611	133	https://v10-1.orthodb.org/?query=124773at7898	Trafficking protein particle complex subunit
124775at7898	Complete	CM081447.1_RagTag	28196645	28209794	+	880	210	https://v10-1.orthodb.org/?query=124775at7898	Nucleophosmin, C-terminal
124811at7898	Complete	CM081453.1_RagTag	98813774	98818374	-	800	152	https://v10-1.orthodb.org/?query=124811at7898	Transmembrane 4 L six family member 5
124825at7898	Duplicated	CM081438.1_RagTag	41357922	41389899	+	696	167	https://v10-1.orthodb.org/?query=124825at7898	DNA-directed RNA polymerase III, subunit Rpc31
124825at7898	Duplicated	CM081438.1_RagTag	41177717	41212711	+	694	167	https://v10-1.orthodb.org/?query=124825at7898	DNA-directed RNA polymerase III, subunit Rpc31
124954at7898	Complete	CM081438.1_RagTag	132056100	132073607	+	1070	273	https://v10-1.orthodb.org/?query=124954at7898	Armadillo
124972at7898	Duplicated	ptg004198l_RagTag	23170	27991	+	645	118	https://v10-1.orthodb.org/?query=124972at7898	Erg28
124972at7898	Duplicated	CM081451.1_RagTag	42192044	42197542	+	645	118	https://v10-1.orthodb.org/?query=124972at7898	Erg28
124975at7898	Duplicated	CM081451.1_RagTag	35617919	35619467	-	631	126	https://v10-1.orthodb.org/?query=124975at7898	AP complex, mu/sigma subunit
124975at7898	Duplicated	ptg001932l_RagTag	457392	458955	-	608	126	https://v10-1.orthodb.org/?query=124975at7898	AP complex, mu/sigma subunit
125009at7898	Complete	CM081451.1_RagTag	3863412	3876336	+	509	130	https://v10-1.orthodb.org/?query=125009at7898	COMM domain
125016at7898	Complete	ptg003392l_RagTag	236896	239992	-	385	142	https://v10-1.orthodb.org/?query=125016at7898	BAALC
12501at7898	Complete	CM081436.1_RagTag	97089718	97140763	-	5103	890	https://v10-1.orthodb.org/?query=12501at7898	Importin-beta, N-terminal domain
125022at7898	Duplicated	CM081454.1_RagTag	50617850	50645514	-	714	196	https://v10-1.orthodb.org/?query=125022at7898	Protein of unknown function DUF4674
125022at7898	Duplicated	CM081454.1_RagTag	50812673	50839839	-	714	196	https://v10-1.orthodb.org/?query=125022at7898	Protein of unknown function DUF4674
125052at7898	Complete	CM081439.1_RagTag	21103525	21113273	-	583	108	https://v10-1.orthodb.org/?query=125052at7898	AP complex subunit sigma
125076at7898	Duplicated	CM081444.1_RagTag	40869917	40872916	-	568	120	https://v10-1.orthodb.org/?query=125076at7898	tRNA-splicing endonuclease subunit Sen15
125076at7898	Duplicated	CM081444.1_RagTag	40222760	40225768	-	568	120	https://v10-1.orthodb.org/?query=125076at7898	tRNA-splicing endonuclease subunit Sen15
125089at7898	Complete	CM081440.1_RagTag	21125845	21140621	+	529	136	https://v10-1.orthodb.org/?query=125089at7898	protein UXT
125098at7898	Complete	CM081456.1_RagTag	5257037	5261878	-	560	127	https://v10-1.orthodb.org/?query=125098at7898	protein FAM89A
125134at7898	Complete	CM081446.1_RagTag	57852679	57853984	-	1213	206	https://v10-1.orthodb.org/?query=125134at7898	Homeobox domain
125163at7898	Complete	CM081436.1_RagTag	107696434	107700996	-	637	118	https://v10-1.orthodb.org/?query=125163at7898	Trafficking protein particle complex subunit 2
125242at7898	Complete	CM081439.1_RagTag	72161444	72169143	+	733	161	https://v10-1.orthodb.org/?query=125242at7898	sodium channel subunit beta-2
12524at7898	Complete	CM081440.1_RagTag	116483598	116495144	-	3394	701	https://v10-1.orthodb.org/?query=12524at7898	tetratricopeptide repeat protein 34
125275at7898	Complete	CM081443.1_RagTag	46399934	46409730	+	368	100	https://v10-1.orthodb.org/?query=125275at7898	protein FAM183A
125301at7898	Duplicated	ptg000937l_RagTag	20263	44138	-	669	134	https://v10-1.orthodb.org/?query=125301at7898	Pleckstrin homology domain
125301at7898	Duplicated	CM081444.1_RagTag	72997591	73021357	+	669	134	https://v10-1.orthodb.org/?query=125301at7898	Pleckstrin homology domain
125363at7898	Complete	CM081451.1_RagTag	42771880	42773987	-	586	101	https://v10-1.orthodb.org/?query=125363at7898	GSKIP domain
125416at7898	Complete	CM081442.1_RagTag	94230065	94234772	+	736	161	https://v10-1.orthodb.org/?query=125416at7898	Uncharacterised protein family, transmembrane-17
125424at7898	Duplicated	CM081454.1_RagTag	50603861	50615465	-	947	173	https://v10-1.orthodb.org/?query=125424at7898	retinitis pigmentosa 9 protein
125424at7898	Duplicated	CM081454.1_RagTag	50798712	50810313	-	956	173	https://v10-1.orthodb.org/?query=125424at7898	retinitis pigmentosa 9 protein
125470at7898	Complete	CM081445.1_RagTag	108852658	108859763	-	504	118	https://v10-1.orthodb.org/?query=125470at7898	Fgfr1op N-terminal like
125481at7898	Complete	CM081435.1_RagTag	58399631	58411194	+	618	133	https://v10-1.orthodb.org/?query=125481at7898	Proteasome maturation factor Ump1
125543at7898	Complete	CM081437.1_RagTag	62940663	62944734	+	558	129	https://v10-1.orthodb.org/?query=125543at7898	Ribosomal protein L20
125596at7898	Complete	CM081445.1_RagTag	56869466	56869952	+	522	158	https://v10-1.orthodb.org/?query=125596at7898	Transmembrane protein 186
125630at7898	Duplicated	ptg000780l_RagTag	332685	338607	-	624	113	https://v10-1.orthodb.org/?query=125630at7898	Selenoprotein F/M domain
125630at7898	Duplicated	CM081438.1_RagTag	86186055	86191995	-	624	113	https://v10-1.orthodb.org/?query=125630at7898	Selenoprotein F/M domain
125669at7898	Duplicated	CM081438.1_RagTag	53234171	53236972	-	1053	180	https://v10-1.orthodb.org/?query=125669at7898	Interleukin-12 beta, central domain
125669at7898	Duplicated	ptg002293l_RagTag	211360	214163	+	1044	207	https://v10-1.orthodb.org/?query=125669at7898	Interleukin-12 beta, central domain
125731at7898	Complete	CM081452.1_RagTag	31416272	31446962	+	678	108	https://v10-1.orthodb.org/?query=125731at7898	allograft inflammatory factor 1-like
125755at7898	Duplicated	CM081446.1_RagTag	36190927	36199283	-	832	146	https://v10-1.orthodb.org/?query=125755at7898	max dimerization protein 3
125755at7898	Duplicated	CM081446.1_RagTag	35519395	35527831	-	832	146	https://v10-1.orthodb.org/?query=125755at7898	max dimerization protein 3
125769at7898	Complete	CM081449.1_RagTag	72663503	72668148	-	409	143	https://v10-1.orthodb.org/?query=125769at7898	Homeobox domain
12577at7898	Duplicated	ptg001760l_RagTag	392884	423493	+	3749	804	https://v10-1.orthodb.org/?query=12577at7898	Retinoblastoma-associated protein, B-box
12577at7898	Duplicated	CM081437.1_RagTag	20491805	20524989	+	3748	804	https://v10-1.orthodb.org/?query=12577at7898	Retinoblastoma-associated protein, B-box
125810at7898	Complete	CM081442.1_RagTag	116038326	116046456	-	553	122	https://v10-1.orthodb.org/?query=125810at7898	Galanin
125819at7898	Duplicated	CM081442.1_RagTag	100056363	100070077	-	564	141	https://v10-1.orthodb.org/?query=125819at7898	BART domain
125819at7898	Duplicated	CM081442.1_RagTag	100601718	100620016	-	564	141	https://v10-1.orthodb.org/?query=125819at7898	BART domain
125846at7898	Duplicated	ptg002465l_RagTag	380179	394647	+	603	171	https://v10-1.orthodb.org/?query=125846at7898	sperm flagellar protein 1
125846at7898	Duplicated	CM081449.1_RagTag	61338933	61349711	-	625	171	https://v10-1.orthodb.org/?query=125846at7898	sperm flagellar protein 1
1258at7898	Duplicated	ptg001583l_RagTag	72161	100198	-	12171	2055	https://v10-1.orthodb.org/?query=1258at7898	Notch domain
1258at7898	Duplicated	CM081450.1_RagTag	13889984	13917978	+	12167	2055	https://v10-1.orthodb.org/?query=1258at7898	Notch domain
125983at7898	Duplicated	CM081444.1_RagTag	7690892	7695405	-	541	122	https://v10-1.orthodb.org/?query=125983at7898	dual specificity phosphatase 28
125983at7898	Duplicated	ptg001539l_RagTag	223855	228341	+	537	122	https://v10-1.orthodb.org/?query=125983at7898	dual specificity phosphatase 28
125998at7898	Complete	CM081446.1_RagTag	7152299	7168942	-	679	140	https://v10-1.orthodb.org/?query=125998at7898	Eukaryotic translation initiation factor 1A domain containing
126037at7898	Complete	CM081445.1_RagTag	72726637	72731997	-	482	99	https://v10-1.orthodb.org/?query=126037at7898	CST complex subunit TEN1
126039at7898	Complete	CM081452.1_RagTag	53759322	53761608	+	656	121	https://v10-1.orthodb.org/?query=126039at7898	protein FAM136A
126225at7898	Complete	CM081444.1_RagTag	80014125	80015312	-	483	106	https://v10-1.orthodb.org/?query=126225at7898	Ribosomal protein S14
126234at7898	Complete	CM081441.1_RagTag	20424085	20424445	-	535	105	https://v10-1.orthodb.org/?query=126234at7898	Ribosomal protein S12/S23
126272at7898	Complete	CM081443.1_RagTag	9963983	9984413	-	554	134	https://v10-1.orthodb.org/?query=126272at7898	Myeloid-derived growth factor
126273at7898	Duplicated	CM081442.1_RagTag	12165476	12182894	+	643	126	https://v10-1.orthodb.org/?query=126273at7898	M-phase phosphoprotein 6
126273at7898	Duplicated	CM081442.1_RagTag	12022176	12039514	+	643	126	https://v10-1.orthodb.org/?query=126273at7898	M-phase phosphoprotein 6
1262at7898	Complete	CM081439.1_RagTag	29341689	29370248	-	12344	2286	https://v10-1.orthodb.org/?query=1262at7898	pre-mRNA-processing-splicing factor 8
126339at7898	Complete	CM081439.1_RagTag	18626225	18630029	+	534	98	https://v10-1.orthodb.org/?query=126339at7898	thioredoxin domain-containing protein 17
12633at7898	Complete	CM081439.1_RagTag	115731705	115799704	+	5006	942	https://v10-1.orthodb.org/?query=12633at7898	Helicase, C-terminal
126340at7898	Duplicated	ptg003454l_RagTag	141561	191830	+	455	100	https://v10-1.orthodb.org/?query=126340at7898	Transmembrane protein 254
126340at7898	Duplicated	CM081449.1_RagTag	84390440	84440436	-	455	100	https://v10-1.orthodb.org/?query=126340at7898	Transmembrane protein 254
126374at7898	Complete	CM081452.1_RagTag	33017660	33020188	+	606	133	https://v10-1.orthodb.org/?query=126374at7898	prostaglandin E synthase
12639at7898	Complete	CM081440.1_RagTag	76440447	76468756	+	4756	886	https://v10-1.orthodb.org/?query=12639at7898	Ubiquitin-activating enzyme E1, C-terminal
126482at7898	Complete	CM081449.1_RagTag	4137128	4149451	+	729	138	https://v10-1.orthodb.org/?query=126482at7898	YbaK/aminoacyl-tRNA synthetase-associated domain
126484at7898	Complete	CM081437.1_RagTag	63260066	63272054	-	661	127	https://v10-1.orthodb.org/?query=126484at7898	DAN
126596at7898	Complete	CM081442.1_RagTag	107343559	107357726	+	998	173	https://v10-1.orthodb.org/?query=126596at7898	FAM192A/Fyv6, N-terminal
126612at7898	Complete	CM081456.1_RagTag	38898613	38902506	-	648	120	https://v10-1.orthodb.org/?query=126612at7898	Ribosomal protein L7Ae/L30e/S12e/Gadd45
126647at7898	Complete	CM081445.1_RagTag	25607646	25615166	-	816	148	https://v10-1.orthodb.org/?query=126647at7898	Mediator complex subunit 28
126654at7898	Duplicated	CM081443.1_RagTag	26679329	26727977	-	748	157	https://v10-1.orthodb.org/?query=126654at7898	protein phosphatase inhibitor 2
126654at7898	Duplicated	CM081443.1_RagTag	26302856	26351741	-	726	157	https://v10-1.orthodb.org/?query=126654at7898	protein phosphatase inhibitor 2
126676at7898	Complete	CM081454.1_RagTag	64058390	64063383	+	646	109	https://v10-1.orthodb.org/?query=126676at7898	Mediator of RNA polymerase II transcription subunit 10
126721at7898	Duplicated	ptg000557l_RagTag	301618	310474	-	612	127	https://v10-1.orthodb.org/?query=126721at7898	Plasminogen receptor (KT)
126721at7898	Duplicated	CM081452.1_RagTag	52193914	52202781	-	611	127	https://v10-1.orthodb.org/?query=126721at7898	Plasminogen receptor (KT)
126724at7898	Duplicated	CM081457.1_RagTag	11583170	11586190	-	521	101	https://v10-1.orthodb.org/?query=126724at7898	uncharacterized protein C12orf45 homolog
126724at7898	Duplicated	ptg004030l_RagTag	73168	76394	-	517	101	https://v10-1.orthodb.org/?query=126724at7898	uncharacterized protein C12orf45 homolog
126796at7898	Complete	CM081443.1_RagTag	73133492	73140392	-	507	106	https://v10-1.orthodb.org/?query=126796at7898	BLOC-1-related complex subunit 8
12679at7898	Duplicated	CM081437.1_RagTag	77928009	78095185	-	5218	906	https://v10-1.orthodb.org/?query=12679at7898	SH3 domain
12679at7898	Duplicated	CM081437.1_RagTag	77787487	77862998	-	5119	885	https://v10-1.orthodb.org/?query=12679at7898	SH3 domain
126824at7898	Complete	CM081444.1_RagTag	1303864	1304353	-	310	140	https://v10-1.orthodb.org/?query=126824at7898	MICOS complex subunit
126841at7898	Complete	CM081447.1_RagTag	45931334	45965989	-	463	97	https://v10-1.orthodb.org/?query=126841at7898	Pterin-4 alpha-carbinolamine dehydratase 2
126847at7898	Complete	CM081454.1_RagTag	64292042	64300851	-	520	103	https://v10-1.orthodb.org/?query=126847at7898	NADH dehydrogenase 
126882at7898	Duplicated	CM081437.1_RagTag	78484972	78489127	+	700	117	https://v10-1.orthodb.org/?query=126882at7898	protein FAM72A
126882at7898	Duplicated	CM081437.1_RagTag	78099624	78103763	+	687	117	https://v10-1.orthodb.org/?query=126882at7898	protein FAM72A
12691at7898	Duplicated	ptg000557l_RagTag	143959	177793	-	3589	901	https://v10-1.orthodb.org/?query=12691at7898	Zinc finger, CCCH-type
12691at7898	Duplicated	CM081452.1_RagTag	52027570	52066954	-	3577	901	https://v10-1.orthodb.org/?query=12691at7898	Zinc finger, CCCH-type
126945at7898	Complete	CM081447.1_RagTag	78148124	78148772	-	899	167	https://v10-1.orthodb.org/?query=126945at7898	RNA recognition motif domain
127020at7898	Complete	CM081445.1_RagTag	35945531	35959358	-	572	104	https://v10-1.orthodb.org/?query=127020at7898	NADH dehydrogenase 1, beta subcomplex, subunit 6
127030at7898	Duplicated	CM081454.1_RagTag	49882292	49887339	+	507	111	https://v10-1.orthodb.org/?query=127030at7898	Lipocalin/cytosolic fatty-acid binding domain
127030at7898	Duplicated	ptg003959l_RagTag	19361	22924	+	507	111	https://v10-1.orthodb.org/?query=127030at7898	Lipocalin/cytosolic fatty-acid binding domain
127129at7898	Duplicated	ptg003780l_RagTag	54380	59438	-	381	95	https://v10-1.orthodb.org/?query=127129at7898	39S ribosomal protein L42, mitochondrial
127129at7898	Duplicated	CM081457.1_RagTag	27931887	27936937	+	381	95	https://v10-1.orthodb.org/?query=127129at7898	39S ribosomal protein L42, mitochondrial
12717at7898	Complete	CM081440.1_RagTag	111017369	111056085	+	4339	886	https://v10-1.orthodb.org/?query=12717at7898	TELO2 interacting protein 1
12718at7898	Complete	CM081450.1_RagTag	42414051	42450373	+	3707	788	https://v10-1.orthodb.org/?query=12718at7898	DNA topoisomerase
127192at7898	Duplicated	ptg003737l_RagTag	1929	6469	+	482	109	https://v10-1.orthodb.org/?query=127192at7898	ubiquinol-cytochrome-c reductase complex assembly factor 2
127192at7898	Duplicated	CM081437.1_RagTag	58679400	58683898	+	466	108	https://v10-1.orthodb.org/?query=127192at7898	ubiquinol-cytochrome-c reductase complex assembly factor 2
127196at7898	Duplicated	CM081437.1_RagTag	50130613	50131427	+	458	107	https://v10-1.orthodb.org/?query=127196at7898	Ribosomal protein S16
127196at7898	Duplicated	CM081437.1_RagTag	49286651	49287414	+	458	107	https://v10-1.orthodb.org/?query=127196at7898	Ribosomal protein S16
127314at7898	Complete	CM081442.1_RagTag	21593989	21598289	+	468	121	https://v10-1.orthodb.org/?query=127314at7898	A-kinase-interacting protein 1
127316at7898	Complete	CM081451.1_RagTag	45029162	45033205	-	660	132	https://v10-1.orthodb.org/?query=127316at7898	Ribosomal protein L35
127378at7898	Complete	CM081450.1_RagTag	9209321	9215820	-	723	138	https://v10-1.orthodb.org/?query=127378at7898	NUDIX hydrolase
12741at7898	Duplicated	CM081451.1_RagTag	64334951	64358070	-	3882	951	https://v10-1.orthodb.org/?query=12741at7898	codanin-1
12741at7898	Duplicated	ptg001143l_RagTag	161733	185709	+	3849	951	https://v10-1.orthodb.org/?query=12741at7898	codanin-1
127469at7898	Complete	CM081452.1_RagTag	18757995	18769207	+	657	131	https://v10-1.orthodb.org/?query=127469at7898	MOZART2 family
127473at7898	Complete	CM081435.1_RagTag	8628383	8639334	+	832	163	https://v10-1.orthodb.org/?query=127473at7898	complement component C8 gamma chain
127516at7898	Complete	CM081454.1_RagTag	47047789	47066142	-	544	112	https://v10-1.orthodb.org/?query=127516at7898	acyl-coenzyme A thioesterase 13
127626at7898	Complete	CM081437.1_RagTag	62604081	62606719	-	539	140	https://v10-1.orthodb.org/?query=127626at7898	NADH dehydrogenase 
127687at7898	Complete	CM081442.1_RagTag	119598428	119621436	+	488	93	https://v10-1.orthodb.org/?query=127687at7898	BET1-like protein
12769at7898	Duplicated	ptg003742l_RagTag	58717	126034	+	3159	828	https://v10-1.orthodb.org/?query=12769at7898	Integrin alpha-2
12769at7898	Duplicated	CM081455.1_RagTag	64920587	64975913	-	3157	828	https://v10-1.orthodb.org/?query=12769at7898	Integrin alpha-2
127713at7898	Complete	CM081441.1_RagTag	113078251	113094319	+	681	142	https://v10-1.orthodb.org/?query=127713at7898	protein MAL2
127786at7898	Complete	CM081449.1_RagTag	6128109	6147385	-	487	120	https://v10-1.orthodb.org/?query=127786at7898	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
127798at7898	Complete	CM081449.1_RagTag	74481517	74550328	+	773	157	https://v10-1.orthodb.org/?query=127798at7898	Protein FAM204A
127897at7898	Complete	CM081437.1_RagTag	52916271	52918108	-	340	92	https://v10-1.orthodb.org/?query=127897at7898	CENP-S/Mhf1
127931at7898	Complete	CM081440.1_RagTag	113019991	113026641	-	866	166	https://v10-1.orthodb.org/?query=127931at7898	Beta-catenin-interacting ICAT domain
127943at7898	Duplicated	CM081450.1_RagTag	55838669	55844623	-	519	177	https://v10-1.orthodb.org/?query=127943at7898	coiled-coil domain-containing protein 137
127943at7898	Duplicated	CM081450.1_RagTag	56132938	56138889	-	513	177	https://v10-1.orthodb.org/?query=127943at7898	coiled-coil domain-containing protein 137
127959at7898	Duplicated	ptg001227l_RagTag	433194	435658	+	356	88	https://v10-1.orthodb.org/?query=127959at7898	Glycoprotein hormone alpha chain
127959at7898	Duplicated	CM081451.1_RagTag	49680054	49682515	+	356	88	https://v10-1.orthodb.org/?query=127959at7898	Glycoprotein hormone alpha chain
127998at7898	Duplicated	ptg001843l_RagTag	362687	363200	-	543	157	https://v10-1.orthodb.org/?query=127998at7898	Dual specificity phosphatase, catalytic domain
127998at7898	Duplicated	CM081438.1_RagTag	33925423	33925936	+	543	157	https://v10-1.orthodb.org/?query=127998at7898	Dual specificity phosphatase, catalytic domain
128006at7898	Complete	CM081441.1_RagTag	16970600	17017025	-	530	136	https://v10-1.orthodb.org/?query=128006at7898	C8orf37 protein
128010at7898	Complete	CM081435.1_RagTag	20273992	20283276	+	1012	179	https://v10-1.orthodb.org/?query=128010at7898	Protein CDV3
128018at7898	Complete	CM081450.1_RagTag	34857132	34863466	+	681	174	https://v10-1.orthodb.org/?query=128018at7898	growth arrest and DNA damage-inducible proteins-interacting protein 1
128021at7898	Duplicated	CM081446.1_RagTag	44424087	44432265	-	611	188	https://v10-1.orthodb.org/?query=128021at7898	Si
128021at7898	Duplicated	ptg000496l_RagTag	247392	255558	-	609	188	https://v10-1.orthodb.org/?query=128021at7898	Si
128066at7898	Complete	CM081444.1_RagTag	36720062	36735916	+	668	129	https://v10-1.orthodb.org/?query=128066at7898	Selenoprotein F/M domain
128072at7898	Complete	CM081440.1_RagTag	119328943	119341054	-	1329	242	https://v10-1.orthodb.org/?query=128072at7898	Cold shock domain
128143at7898	Complete	CM081457.1_RagTag	1122952	1129965	+	663	123	https://v10-1.orthodb.org/?query=128143at7898	NADH dehydrogenase 
128161at7898	Complete	CM081452.1_RagTag	48640658	48645825	+	938	151	https://v10-1.orthodb.org/?query=128161at7898	Zinc finger, RING-type
128163at7898	Duplicated	CM081454.1_RagTag	34184987	34188455	+	991	161	https://v10-1.orthodb.org/?query=128163at7898	Chromatin modification-related protein Eaf6
128163at7898	Duplicated	ptg002049l_RagTag	78964	82385	-	991	161	https://v10-1.orthodb.org/?query=128163at7898	Chromatin modification-related protein Eaf6
128183at7898	Duplicated	ptg001285l_RagTag	340809	351803	-	482	86	https://v10-1.orthodb.org/?query=128183at7898	Transcription elongation factor SPT4
128183at7898	Duplicated	CM081447.1_RagTag	14577325	14586861	-	482	86	https://v10-1.orthodb.org/?query=128183at7898	Transcription elongation factor SPT4
128187at7898	Complete	CM081443.1_RagTag	27542554	27555758	+	491	112	https://v10-1.orthodb.org/?query=128187at7898	tctex1 domain-containing protein 2
128214at7898	Duplicated	CM081450.1_RagTag	1260369	1263901	-	413	78	https://v10-1.orthodb.org/?query=128214at7898	Ribosomal protein L27e
128214at7898	Duplicated	CM081450.1_RagTag	978659	979991	-	413	78	https://v10-1.orthodb.org/?query=128214at7898	Ribosomal protein L27e
128226at7898	Complete	CM081446.1_RagTag	74954202	74959942	-	467	127	https://v10-1.orthodb.org/?query=128226at7898	Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein
128240at7898	Complete	CM081442.1_RagTag	77083889	77087630	-	358	103	https://v10-1.orthodb.org/?query=128240at7898	general transcription factor 3C polypeptide 6 isoform X1
128252at7898	Complete	CM081450.1_RagTag	12240354	12242933	+	583	64	https://v10-1.orthodb.org/?query=128252at7898	DNA-directed RNA polymerase subunit
128254at7898	Complete	CM081456.1_RagTag	53501153	53502052	-	728	169	https://v10-1.orthodb.org/?query=128254at7898	cyclic AMP-dependent transcription factor ATF-3
128315at7898	Complete	CM081455.1_RagTag	72089556	72093098	+	626	63	https://v10-1.orthodb.org/?query=128315at7898	PHF5-like
128381at7898	Duplicated	CM081456.1_RagTag	38759834	38761638	+	640	112	https://v10-1.orthodb.org/?query=128381at7898	transcription factor 21
128381at7898	Duplicated	CM081456.1_RagTag	38638769	38640617	+	640	112	https://v10-1.orthodb.org/?query=128381at7898	transcription factor 21
128391at7898	Duplicated	CM081456.1_RagTag	32943415	32949011	-	653	131	https://v10-1.orthodb.org/?query=128391at7898	Ribosomal protein S10
128391at7898	Duplicated	CM081456.1_RagTag	33143590	33149231	-	653	131	https://v10-1.orthodb.org/?query=128391at7898	Ribosomal protein S10
128418at7898	Complete	CM081456.1_RagTag	29988825	29993159	+	542	93	https://v10-1.orthodb.org/?query=128418at7898	protein Churchill
12843at7898	Duplicated	CM081435.1_RagTag	43593097	43613597	+	4138	790	https://v10-1.orthodb.org/?query=12843at7898	Immunoglobulin
12843at7898	Duplicated	CM081435.1_RagTag	43697632	43718421	+	4071	789	https://v10-1.orthodb.org/?query=12843at7898	Immunoglobulin
128446at7898	Duplicated	CM081447.1_RagTag	15302148	15313012	+	442	120	https://v10-1.orthodb.org/?query=128446at7898	Zinc finger, HIT-type
