Gene stable ID	Transcript stable ID
ENSCGOG00000002538	ENSCGOT00000005346
ENSCGOG00000002539	ENSCGOT00000005376
ENSCGOG00000002539	ENSCGOT00000005378
ENSCGOG00000002539	ENSCGOT00000005385
ENSCGOG00000002540	ENSCGOT00000005348
ENSCGOG00000002540	ENSCGOT00000005349
ENSCGOG00000002541	ENSCGOT00000005488
ENSCGOG00000002541	ENSCGOT00000005517
ENSCGOG00000002541	ENSCGOT00000005645
ENSCGOG00000002541	ENSCGOT00000005667
ENSCGOG00000002541	ENSCGOT00000005694
ENSCGOG00000002542	ENSCGOT00000005355
ENSCGOG00000002543	ENSCGOT00000005386
ENSCGOG00000002543	ENSCGOT00000005401
ENSCGOG00000002543	ENSCGOT00000005503
ENSCGOG00000002543	ENSCGOT00000005712
ENSCGOG00000002543	ENSCGOT00000005865
ENSCGOG00000002543	ENSCGOT00000005920
ENSCGOG00000002543	ENSCGOT00000005942
ENSCGOG00000002543	ENSCGOT00000005946
ENSCGOG00000002544	ENSCGOT00000005364
ENSCGOG00000002545	ENSCGOT00000005398
ENSCGOG00000002545	ENSCGOT00000005407
ENSCGOG00000002546	ENSCGOT00000005357
ENSCGOG00000002546	ENSCGOT00000005358
ENSCGOG00000002546	ENSCGOT00000005360
ENSCGOG00000002547	ENSCGOT00000005787
ENSCGOG00000002547	ENSCGOT00000005993
ENSCGOG00000002547	ENSCGOT00000006047
ENSCGOG00000002547	ENSCGOT00000006137
ENSCGOG00000002547	ENSCGOT00000006155
ENSCGOG00000002547	ENSCGOT00000006198
ENSCGOG00000002547	ENSCGOT00000006322
ENSCGOG00000002547	ENSCGOT00000006368
ENSCGOG00000002547	ENSCGOT00000006480
ENSCGOG00000002547	ENSCGOT00000006575
ENSCGOG00000002548	ENSCGOT00000005365
ENSCGOG00000002549	ENSCGOT00000005719
ENSCGOG00000002549	ENSCGOT00000005820
ENSCGOG00000002550	ENSCGOT00000005425
ENSCGOG00000002551	ENSCGOT00000005363
ENSCGOG00000002552	ENSCGOT00000005366
ENSCGOG00000002553	ENSCGOT00000005367
ENSCGOG00000002553	ENSCGOT00000005369
ENSCGOG00000002554	ENSCGOT00000005368
ENSCGOG00000002555	ENSCGOT00000006187
ENSCGOG00000002555	ENSCGOT00000006209
ENSCGOG00000002555	ENSCGOT00000006216
ENSCGOG00000002555	ENSCGOT00000006221
ENSCGOG00000002556	ENSCGOT00000005370
ENSCGOG00000002557	ENSCGOT00000005371
ENSCGOG00000002558	ENSCGOT00000005372
ENSCGOG00000002559	ENSCGOT00000005373
ENSCGOG00000002560	ENSCGOT00000005374
ENSCGOG00000002561	ENSCGOT00000005423
ENSCGOG00000002561	ENSCGOT00000005435
ENSCGOG00000002561	ENSCGOT00000005436
ENSCGOG00000002562	ENSCGOT00000005377
ENSCGOG00000002563	ENSCGOT00000005380
ENSCGOG00000002564	ENSCGOT00000005382
ENSCGOG00000002564	ENSCGOT00000005383
ENSCGOG00000002564	ENSCGOT00000005384
ENSCGOG00000002564	ENSCGOT00000005388
ENSCGOG00000002565	ENSCGOT00000007030
ENSCGOG00000002565	ENSCGOT00000007033
ENSCGOG00000002565	ENSCGOT00000007074
ENSCGOG00000002565	ENSCGOT00000007075
ENSCGOG00000002565	ENSCGOT00000007089
ENSCGOG00000002565	ENSCGOT00000007153
ENSCGOG00000002565	ENSCGOT00000007180
ENSCGOG00000002565	ENSCGOT00000007182
ENSCGOG00000002565	ENSCGOT00000007185
ENSCGOG00000002566	ENSCGOT00000005391
ENSCGOG00000002567	ENSCGOT00000005402
ENSCGOG00000002568	ENSCGOT00000005403
ENSCGOG00000002569	ENSCGOT00000005783
ENSCGOG00000002569	ENSCGOT00000005790
ENSCGOG00000002569	ENSCGOT00000005806
ENSCGOG00000002569	ENSCGOT00000005884
ENSCGOG00000002569	ENSCGOT00000005908
ENSCGOG00000002570	ENSCGOT00000005420
ENSCGOG00000002570	ENSCGOT00000005430
ENSCGOG00000002571	ENSCGOT00000005706
ENSCGOG00000002571	ENSCGOT00000005798
ENSCGOG00000002572	ENSCGOT00000008369
ENSCGOG00000002572	ENSCGOT00000008374
ENSCGOG00000002572	ENSCGOT00000008492
ENSCGOG00000002572	ENSCGOT00000008526
ENSCGOG00000002572	ENSCGOT00000008534
ENSCGOG00000002572	ENSCGOT00000008568
ENSCGOG00000002572	ENSCGOT00000008624
ENSCGOG00000002572	ENSCGOT00000008629
ENSCGOG00000002572	ENSCGOT00000008743
ENSCGOG00000002572	ENSCGOT00000008778
ENSCGOG00000002573	ENSCGOT00000008844
ENSCGOG00000002573	ENSCGOT00000009405
ENSCGOG00000002573	ENSCGOT00000009417
ENSCGOG00000002573	ENSCGOT00000009443
ENSCGOG00000002573	ENSCGOT00000009448
ENSCGOG00000002573	ENSCGOT00000009455
ENSCGOG00000002573	ENSCGOT00000009462
ENSCGOG00000002573	ENSCGOT00000009633
ENSCGOG00000002573	ENSCGOT00000009696
ENSCGOG00000002574	ENSCGOT00000006266
ENSCGOG00000002574	ENSCGOT00000006276
ENSCGOG00000002574	ENSCGOT00000006966
ENSCGOG00000002574	ENSCGOT00000006984
ENSCGOG00000002574	ENSCGOT00000007045
ENSCGOG00000002574	ENSCGOT00000007175
ENSCGOG00000002574	ENSCGOT00000007281
ENSCGOG00000002574	ENSCGOT00000007540
ENSCGOG00000002574	ENSCGOT00000007598
ENSCGOG00000002575	ENSCGOT00000007259
ENSCGOG00000002575	ENSCGOT00000007266
ENSCGOG00000002575	ENSCGOT00000007342
ENSCGOG00000002575	ENSCGOT00000007445
ENSCGOG00000002575	ENSCGOT00000007469
ENSCGOG00000002575	ENSCGOT00000007512
ENSCGOG00000002575	ENSCGOT00000007541
ENSCGOG00000002575	ENSCGOT00000007581
ENSCGOG00000002575	ENSCGOT00000007630
ENSCGOG00000002576	ENSCGOT00000006158
ENSCGOG00000002576	ENSCGOT00000006176
ENSCGOG00000002576	ENSCGOT00000006195
ENSCGOG00000002576	ENSCGOT00000006370
ENSCGOG00000002576	ENSCGOT00000006955
ENSCGOG00000002576	ENSCGOT00000007018
ENSCGOG00000002576	ENSCGOT00000007209
ENSCGOG00000002576	ENSCGOT00000007356
ENSCGOG00000002576	ENSCGOT00000007451
ENSCGOG00000002576	ENSCGOT00000007473
ENSCGOG00000002577	ENSCGOT00000005429
ENSCGOG00000002578	ENSCGOT00000005512
ENSCGOG00000002578	ENSCGOT00000005520
ENSCGOG00000002579	ENSCGOT00000005444
ENSCGOG00000002580	ENSCGOT00000005442
ENSCGOG00000002580	ENSCGOT00000005452
ENSCGOG00000002580	ENSCGOT00000005457
ENSCGOG00000002580	ENSCGOT00000005533
ENSCGOG00000002580	ENSCGOT00000005563
ENSCGOG00000002580	ENSCGOT00000005606
ENSCGOG00000002580	ENSCGOT00000005620
ENSCGOG00000002580	ENSCGOT00000005722
ENSCGOG00000002580	ENSCGOT00000005772
ENSCGOG00000002580	ENSCGOT00000005794
ENSCGOG00000002581	ENSCGOT00000005454
ENSCGOG00000002581	ENSCGOT00000005455
ENSCGOG00000002582	ENSCGOT00000005448
ENSCGOG00000002583	ENSCGOT00000010164
ENSCGOG00000002583	ENSCGOT00000010167
ENSCGOG00000002583	ENSCGOT00000010171
ENSCGOG00000002583	ENSCGOT00000010532
ENSCGOG00000002583	ENSCGOT00000010639
ENSCGOG00000002583	ENSCGOT00000010763
ENSCGOG00000002583	ENSCGOT00000010770
ENSCGOG00000002583	ENSCGOT00000010798
ENSCGOG00000002583	ENSCGOT00000010831
ENSCGOG00000002583	ENSCGOT00000010859
ENSCGOG00000002584	ENSCGOT00000005463
ENSCGOG00000002584	ENSCGOT00000005465
ENSCGOG00000002584	ENSCGOT00000005493
ENSCGOG00000002584	ENSCGOT00000005511
ENSCGOG00000002584	ENSCGOT00000005513
ENSCGOG00000002584	ENSCGOT00000005514
ENSCGOG00000002585	ENSCGOT00000005476
ENSCGOG00000002586	ENSCGOT00000005472
ENSCGOG00000002587	ENSCGOT00000005484
ENSCGOG00000002588	ENSCGOT00000005471
ENSCGOG00000002589	ENSCGOT00000005474
ENSCGOG00000002590	ENSCGOT00000005485
ENSCGOG00000002591	ENSCGOT00000005475
ENSCGOG00000002592	ENSCGOT00000005473
ENSCGOG00000002592	ENSCGOT00000005477
ENSCGOG00000002593	ENSCGOT00000005479
ENSCGOG00000002594	ENSCGOT00000005482
ENSCGOG00000002595	ENSCGOT00000005483
ENSCGOG00000002596	ENSCGOT00000005481
ENSCGOG00000002597	ENSCGOT00000005487
ENSCGOG00000002598	ENSCGOT00000005491
ENSCGOG00000002599	ENSCGOT00000005490
ENSCGOG00000002600	ENSCGOT00000005489
ENSCGOG00000002601	ENSCGOT00000005630
ENSCGOG00000002601	ENSCGOT00000005665
ENSCGOG00000002601	ENSCGOT00000005680
ENSCGOG00000002602	ENSCGOT00000005492
ENSCGOG00000002602	ENSCGOT00000005495
ENSCGOG00000002603	ENSCGOT00000005502
ENSCGOG00000002604	ENSCGOT00000005785
ENSCGOG00000002605	ENSCGOT00000005519
ENSCGOG00000002605	ENSCGOT00000005555
ENSCGOG00000002605	ENSCGOT00000005589
ENSCGOG00000002605	ENSCGOT00000005652
ENSCGOG00000002606	ENSCGOT00000005515
ENSCGOG00000002606	ENSCGOT00000005522
ENSCGOG00000002607	ENSCGOT00000005530
ENSCGOG00000002607	ENSCGOT00000005631
ENSCGOG00000002608	ENSCGOT00000005768
ENSCGOG00000002608	ENSCGOT00000005849
ENSCGOG00000002608	ENSCGOT00000005862
ENSCGOG00000002608	ENSCGOT00000005872
ENSCGOG00000002609	ENSCGOT00000005509
ENSCGOG00000002610	ENSCGOT00000005508
ENSCGOG00000002611	ENSCGOT00000005516
ENSCGOG00000002612	ENSCGOT00000005809
ENSCGOG00000002612	ENSCGOT00000005826
ENSCGOG00000002612	ENSCGOT00000005837
ENSCGOG00000002613	ENSCGOT00000005527
ENSCGOG00000002613	ENSCGOT00000005529
ENSCGOG00000002614	ENSCGOT00000005524
ENSCGOG00000002615	ENSCGOT00000005541
ENSCGOG00000002616	ENSCGOT00000005532
ENSCGOG00000002617	ENSCGOT00000005545
ENSCGOG00000002618	ENSCGOT00000005542
ENSCGOG00000002619	ENSCGOT00000005547
ENSCGOG00000002620	ENSCGOT00000005535
ENSCGOG00000002621	ENSCGOT00000005550
ENSCGOG00000002622	ENSCGOT00000005554
ENSCGOG00000002623	ENSCGOT00000005538
ENSCGOG00000002624	ENSCGOT00000005534
ENSCGOG00000002625	ENSCGOT00000005537
ENSCGOG00000002626	ENSCGOT00000005539
ENSCGOG00000002627	ENSCGOT00000005536
ENSCGOG00000002628	ENSCGOT00000005540
ENSCGOG00000002629	ENSCGOT00000005543
ENSCGOG00000002630	ENSCGOT00000005558
ENSCGOG00000002631	ENSCGOT00000005544
ENSCGOG00000002631	ENSCGOT00000005552
ENSCGOG00000002632	ENSCGOT00000005601
ENSCGOG00000002632	ENSCGOT00000005638
ENSCGOG00000002633	ENSCGOT00000005546
ENSCGOG00000002634	ENSCGOT00000005720
ENSCGOG00000002635	ENSCGOT00000005548
ENSCGOG00000002636	ENSCGOT00000005561
ENSCGOG00000002637	ENSCGOT00000005557
ENSCGOG00000002638	ENSCGOT00000007105
ENSCGOG00000002638	ENSCGOT00000007112
ENSCGOG00000002638	ENSCGOT00000007212
ENSCGOG00000002638	ENSCGOT00000007229
ENSCGOG00000002638	ENSCGOT00000007256
ENSCGOG00000002639	ENSCGOT00000005549
ENSCGOG00000002640	ENSCGOT00000005551
ENSCGOG00000002641	ENSCGOT00000005564
ENSCGOG00000002642	ENSCGOT00000005628
ENSCGOG00000002642	ENSCGOT00000005648
ENSCGOG00000002642	ENSCGOT00000005696
ENSCGOG00000002642	ENSCGOT00000005711
ENSCGOG00000002643	ENSCGOT00000005553
ENSCGOG00000002644	ENSCGOT00000005591
ENSCGOG00000002645	ENSCGOT00000005556
ENSCGOG00000002646	ENSCGOT00000005902
ENSCGOG00000002646	ENSCGOT00000005931
ENSCGOG00000002647	ENSCGOT00000005807
ENSCGOG00000002648	ENSCGOT00000005567
ENSCGOG00000002649	ENSCGOT00000005574
ENSCGOG00000002650	ENSCGOT00000005559
ENSCGOG00000002651	ENSCGOT00000005560
ENSCGOG00000002652	ENSCGOT00000005577
ENSCGOG00000002653	ENSCGOT00000006353
ENSCGOG00000002653	ENSCGOT00000006375
ENSCGOG00000002653	ENSCGOT00000006391
ENSCGOG00000002653	ENSCGOT00000006408
ENSCGOG00000002653	ENSCGOT00000006412
ENSCGOG00000002653	ENSCGOT00000006484
ENSCGOG00000002653	ENSCGOT00000006486
ENSCGOG00000002653	ENSCGOT00000006507
ENSCGOG00000002654	ENSCGOT00000005578
ENSCGOG00000002655	ENSCGOT00000005566
ENSCGOG00000002656	ENSCGOT00000005569
ENSCGOG00000002657	ENSCGOT00000005580
ENSCGOG00000002658	ENSCGOT00000005570
ENSCGOG00000002659	ENSCGOT00000005584
ENSCGOG00000002660	ENSCGOT00000005571
ENSCGOG00000002660	ENSCGOT00000005572
ENSCGOG00000002661	ENSCGOT00000007288
ENSCGOG00000002661	ENSCGOT00000007413
ENSCGOG00000002661	ENSCGOT00000007439
ENSCGOG00000002661	ENSCGOT00000007485
ENSCGOG00000002661	ENSCGOT00000007533
ENSCGOG00000002661	ENSCGOT00000007575
ENSCGOG00000002662	ENSCGOT00000005573
ENSCGOG00000002663	ENSCGOT00000005600
ENSCGOG00000002664	ENSCGOT00000005575
ENSCGOG00000002665	ENSCGOT00000005777
ENSCGOG00000002665	ENSCGOT00000005784
ENSCGOG00000002665	ENSCGOT00000005836
ENSCGOG00000002665	ENSCGOT00000005856
ENSCGOG00000002665	ENSCGOT00000005877
ENSCGOG00000002665	ENSCGOT00000005882
ENSCGOG00000002665	ENSCGOT00000005885
ENSCGOG00000002665	ENSCGOT00000005930
ENSCGOG00000002666	ENSCGOT00000005587
ENSCGOG00000002667	ENSCGOT00000005579
ENSCGOG00000002668	ENSCGOT00000005640
ENSCGOG00000002669	ENSCGOT00000005583
ENSCGOG00000002670	ENSCGOT00000005582
ENSCGOG00000002670	ENSCGOT00000005594
ENSCGOG00000002670	ENSCGOT00000005658
ENSCGOG00000002670	ENSCGOT00000005698
ENSCGOG00000002671	ENSCGOT00000005585
ENSCGOG00000002672	ENSCGOT00000005778
ENSCGOG00000002672	ENSCGOT00000005799
ENSCGOG00000002672	ENSCGOT00000005843
ENSCGOG00000002673	ENSCGOT00000005595
ENSCGOG00000002674	ENSCGOT00000005608
ENSCGOG00000002674	ENSCGOT00000005899
ENSCGOG00000002674	ENSCGOT00000005903
ENSCGOG00000002674	ENSCGOT00000005921
ENSCGOG00000002675	ENSCGOT00000006122
ENSCGOG00000002675	ENSCGOT00000006148
ENSCGOG00000002675	ENSCGOT00000006177
ENSCGOG00000002675	ENSCGOT00000006180
ENSCGOG00000002676	ENSCGOT00000005588
ENSCGOG00000002677	ENSCGOT00000005684
ENSCGOG00000002678	ENSCGOT00000005590
ENSCGOG00000002678	ENSCGOT00000005592
ENSCGOG00000002679	ENSCGOT00000005598
ENSCGOG00000002680	ENSCGOT00000005596
ENSCGOG00000002680	ENSCGOT00000005597
ENSCGOG00000002681	ENSCGOT00000005695
ENSCGOG00000002682	ENSCGOT00000005627
ENSCGOG00000002683	ENSCGOT00000005605
ENSCGOG00000002684	ENSCGOT00000005603
ENSCGOG00000002685	ENSCGOT00000006044
ENSCGOG00000002685	ENSCGOT00000006079
ENSCGOG00000002685	ENSCGOT00000006090
ENSCGOG00000002685	ENSCGOT00000006121
ENSCGOG00000002685	ENSCGOT00000006133
ENSCGOG00000002686	ENSCGOT00000005604
ENSCGOG00000002687	ENSCGOT00000005814
ENSCGOG00000002687	ENSCGOT00000005816
ENSCGOG00000002688	ENSCGOT00000005729
ENSCGOG00000002688	ENSCGOT00000005782
ENSCGOG00000002688	ENSCGOT00000005819
ENSCGOG00000002688	ENSCGOT00000005848
ENSCGOG00000002689	ENSCGOT00000005609
ENSCGOG00000002690	ENSCGOT00000005610
ENSCGOG00000002691	ENSCGOT00000005613
ENSCGOG00000002692	ENSCGOT00000005612
ENSCGOG00000002693	ENSCGOT00000005614
ENSCGOG00000002694	ENSCGOT00000005615
ENSCGOG00000002695	ENSCGOT00000005636
ENSCGOG00000002696	ENSCGOT00000005637
ENSCGOG00000002697	ENSCGOT00000005617
ENSCGOG00000002698	ENSCGOT00000005649
ENSCGOG00000002699	ENSCGOT00000005644
ENSCGOG00000002700	ENSCGOT00000005632
ENSCGOG00000002701	ENSCGOT00000005616
ENSCGOG00000002702	ENSCGOT00000005618
ENSCGOG00000002703	ENSCGOT00000005619
ENSCGOG00000002704	ENSCGOT00000005647
ENSCGOG00000002705	ENSCGOT00000005629
ENSCGOG00000002706	ENSCGOT00000006014
ENSCGOG00000002706	ENSCGOT00000006080
ENSCGOG00000002706	ENSCGOT00000006282
ENSCGOG00000002706	ENSCGOT00000006288
ENSCGOG00000002706	ENSCGOT00000006291
ENSCGOG00000002706	ENSCGOT00000006371
ENSCGOG00000002706	ENSCGOT00000006374
ENSCGOG00000002706	ENSCGOT00000006377
ENSCGOG00000002707	ENSCGOT00000005622
ENSCGOG00000002708	ENSCGOT00000005623
ENSCGOG00000002709	ENSCGOT00000005702
ENSCGOG00000002709	ENSCGOT00000005771
ENSCGOG00000002709	ENSCGOT00000005867
ENSCGOG00000002709	ENSCGOT00000005886
ENSCGOG00000002709	ENSCGOT00000005936
ENSCGOG00000002709	ENSCGOT00000006005
ENSCGOG00000002709	ENSCGOT00000006023
ENSCGOG00000002709	ENSCGOT00000006032
ENSCGOG00000002709	ENSCGOT00000006051
ENSCGOG00000002710	ENSCGOT00000005624
ENSCGOG00000002711	ENSCGOT00000005626
ENSCGOG00000002712	ENSCGOT00000005672
ENSCGOG00000002712	ENSCGOT00000005738
ENSCGOG00000002712	ENSCGOT00000005752
ENSCGOG00000002713	ENSCGOT00000005625
ENSCGOG00000002714	ENSCGOT00000005633
ENSCGOG00000002715	ENSCGOT00000005634
ENSCGOG00000002716	ENSCGOT00000005635
ENSCGOG00000002717	ENSCGOT00000005639
ENSCGOG00000002717	ENSCGOT00000005660
ENSCGOG00000002718	ENSCGOT00000005734
ENSCGOG00000002718	ENSCGOT00000005753
ENSCGOG00000002718	ENSCGOT00000005781
ENSCGOG00000002718	ENSCGOT00000005791
ENSCGOG00000002719	ENSCGOT00000005641
ENSCGOG00000002720	ENSCGOT00000005642
ENSCGOG00000002721	ENSCGOT00000005643
ENSCGOG00000002722	ENSCGOT00000005646
ENSCGOG00000002723	ENSCGOT00000008433
ENSCGOG00000002723	ENSCGOT00000008495
ENSCGOG00000002723	ENSCGOT00000008625
ENSCGOG00000002723	ENSCGOT00000008694
ENSCGOG00000002723	ENSCGOT00000008932
ENSCGOG00000002723	ENSCGOT00000008949
ENSCGOG00000002723	ENSCGOT00000009027
ENSCGOG00000002723	ENSCGOT00000009076
ENSCGOG00000002723	ENSCGOT00000009106
ENSCGOG00000002723	ENSCGOT00000009139
ENSCGOG00000002724	ENSCGOT00000005659
ENSCGOG00000002725	ENSCGOT00000005674
ENSCGOG00000002726	ENSCGOT00000005650
ENSCGOG00000002727	ENSCGOT00000005651
ENSCGOG00000002728	ENSCGOT00000006434
ENSCGOG00000002728	ENSCGOT00000006572
ENSCGOG00000002728	ENSCGOT00000006610
ENSCGOG00000002729	ENSCGOT00000005654
ENSCGOG00000002730	ENSCGOT00000006295
ENSCGOG00000002730	ENSCGOT00000006302
ENSCGOG00000002730	ENSCGOT00000006379
ENSCGOG00000002730	ENSCGOT00000006406
ENSCGOG00000002731	ENSCGOT00000005655
ENSCGOG00000002732	ENSCGOT00000005657
ENSCGOG00000002733	ENSCGOT00000005685
ENSCGOG00000002733	ENSCGOT00000005717
ENSCGOG00000002734	ENSCGOT00000005670
ENSCGOG00000002735	ENSCGOT00000005686
ENSCGOG00000002735	ENSCGOT00000005701
ENSCGOG00000002736	ENSCGOT00000005656
ENSCGOG00000002736	ENSCGOT00000005669
ENSCGOG00000002736	ENSCGOT00000005679
ENSCGOG00000002736	ENSCGOT00000005715
ENSCGOG00000002736	ENSCGOT00000005718
ENSCGOG00000002737	ENSCGOT00000006001
ENSCGOG00000002737	ENSCGOT00000006017
ENSCGOG00000002737	ENSCGOT00000006037
ENSCGOG00000002737	ENSCGOT00000006048
ENSCGOG00000002737	ENSCGOT00000006053
ENSCGOG00000002738	ENSCGOT00000005661
ENSCGOG00000002738	ENSCGOT00000005666
ENSCGOG00000002739	ENSCGOT00000005770
ENSCGOG00000002739	ENSCGOT00000005789
ENSCGOG00000002739	ENSCGOT00000005825
ENSCGOG00000002740	ENSCGOT00000005730
ENSCGOG00000002741	ENSCGOT00000005662
ENSCGOG00000002742	ENSCGOT00000005663
ENSCGOG00000002743	ENSCGOT00000006225
ENSCGOG00000002743	ENSCGOT00000006257
ENSCGOG00000002743	ENSCGOT00000006274
ENSCGOG00000002744	ENSCGOT00000005664
ENSCGOG00000002745	ENSCGOT00000005723
ENSCGOG00000002746	ENSCGOT00000006608
ENSCGOG00000002746	ENSCGOT00000006854
ENSCGOG00000002747	ENSCGOT00000005671
ENSCGOG00000002748	ENSCGOT00000005668
ENSCGOG00000002749	ENSCGOT00000005675
ENSCGOG00000002750	ENSCGOT00000005676
ENSCGOG00000002751	ENSCGOT00000005677
ENSCGOG00000002752	ENSCGOT00000006299
ENSCGOG00000002752	ENSCGOT00000006306
ENSCGOG00000002752	ENSCGOT00000006417
ENSCGOG00000002752	ENSCGOT00000006424
ENSCGOG00000002752	ENSCGOT00000006428
ENSCGOG00000002753	ENSCGOT00000005774
ENSCGOG00000002753	ENSCGOT00000005800
ENSCGOG00000002753	ENSCGOT00000005812
ENSCGOG00000002753	ENSCGOT00000005828
ENSCGOG00000002754	ENSCGOT00000005682
ENSCGOG00000002755	ENSCGOT00000005681
ENSCGOG00000002756	ENSCGOT00000005683
ENSCGOG00000002757	ENSCGOT00000005881
ENSCGOG00000002757	ENSCGOT00000005904
ENSCGOG00000002758	ENSCGOT00000005688
ENSCGOG00000002759	ENSCGOT00000005689
ENSCGOG00000002760	ENSCGOT00000005690
ENSCGOG00000002761	ENSCGOT00000005692
ENSCGOG00000002762	ENSCGOT00000005693
ENSCGOG00000002763	ENSCGOT00000005699
ENSCGOG00000002764	ENSCGOT00000005970
ENSCGOG00000002764	ENSCGOT00000006119
ENSCGOG00000002764	ENSCGOT00000006271
ENSCGOG00000002764	ENSCGOT00000006327
ENSCGOG00000002764	ENSCGOT00000006341
ENSCGOG00000002764	ENSCGOT00000006345
ENSCGOG00000002764	ENSCGOT00000006365
ENSCGOG00000002765	ENSCGOT00000005874
ENSCGOG00000002766	ENSCGOT00000005697
ENSCGOG00000002767	ENSCGOT00000005700
ENSCGOG00000002768	ENSCGOT00000005704
ENSCGOG00000002769	ENSCGOT00000005703
ENSCGOG00000002770	ENSCGOT00000005705
ENSCGOG00000002771	ENSCGOT00000005880
ENSCGOG00000002771	ENSCGOT00000005883
ENSCGOG00000002771	ENSCGOT00000005895
ENSCGOG00000002772	ENSCGOT00000005739
ENSCGOG00000002773	ENSCGOT00000005708
ENSCGOG00000002774	ENSCGOT00000005707
ENSCGOG00000002775	ENSCGOT00000005709
ENSCGOG00000002776	ENSCGOT00000005736
ENSCGOG00000002777	ENSCGOT00000005713
ENSCGOG00000002778	ENSCGOT00000005714
ENSCGOG00000002779	ENSCGOT00000005716
ENSCGOG00000002780	ENSCGOT00000006154
ENSCGOG00000002780	ENSCGOT00000006193
ENSCGOG00000002780	ENSCGOT00000006196
ENSCGOG00000002781	ENSCGOT00000005721
ENSCGOG00000002782	ENSCGOT00000005742
ENSCGOG00000002783	ENSCGOT00000005725
ENSCGOG00000002784	ENSCGOT00000005746
ENSCGOG00000002785	ENSCGOT00000005726
ENSCGOG00000002786	ENSCGOT00000005724
ENSCGOG00000002787	ENSCGOT00000005728
ENSCGOG00000002788	ENSCGOT00000005731
ENSCGOG00000002789	ENSCGOT00000005733
ENSCGOG00000002790	ENSCGOT00000005735
ENSCGOG00000002791	ENSCGOT00000007636
ENSCGOG00000002791	ENSCGOT00000007699
ENSCGOG00000002791	ENSCGOT00000007730
ENSCGOG00000002791	ENSCGOT00000007804
ENSCGOG00000002791	ENSCGOT00000007821
ENSCGOG00000002791	ENSCGOT00000007876
ENSCGOG00000002791	ENSCGOT00000007900
ENSCGOG00000002791	ENSCGOT00000007921
ENSCGOG00000002791	ENSCGOT00000007965
ENSCGOG00000002792	ENSCGOT00000005737
ENSCGOG00000002792	ENSCGOT00000005748
ENSCGOG00000002793	ENSCGOT00000005740
ENSCGOG00000002794	ENSCGOT00000006100
ENSCGOG00000002794	ENSCGOT00000006167
ENSCGOG00000002795	ENSCGOT00000005741
ENSCGOG00000002796	ENSCGOT00000005744
ENSCGOG00000002796	ENSCGOT00000005758
ENSCGOG00000002797	ENSCGOT00000005743
ENSCGOG00000002798	ENSCGOT00000007461
ENSCGOG00000002798	ENSCGOT00000007604
ENSCGOG00000002798	ENSCGOT00000007627
ENSCGOG00000002798	ENSCGOT00000007740
ENSCGOG00000002798	ENSCGOT00000007747
ENSCGOG00000002799	ENSCGOT00000005750
ENSCGOG00000002800	ENSCGOT00000005749
ENSCGOG00000002801	ENSCGOT00000005845
ENSCGOG00000002802	ENSCGOT00000005949
ENSCGOG00000002803	ENSCGOT00000006678
ENSCGOG00000002803	ENSCGOT00000006754
ENSCGOG00000002803	ENSCGOT00000006830
ENSCGOG00000002803	ENSCGOT00000006905
ENSCGOG00000002804	ENSCGOT00000005755
ENSCGOG00000002805	ENSCGOT00000005796
ENSCGOG00000002805	ENSCGOT00000005810
ENSCGOG00000002806	ENSCGOT00000005756
ENSCGOG00000002807	ENSCGOT00000005793
ENSCGOG00000002807	ENSCGOT00000005804
ENSCGOG00000002808	ENSCGOT00000005760
ENSCGOG00000002809	ENSCGOT00000005757
ENSCGOG00000002810	ENSCGOT00000005759
ENSCGOG00000002811	ENSCGOT00000005944
ENSCGOG00000002811	ENSCGOT00000005950
ENSCGOG00000002811	ENSCGOT00000005957
ENSCGOG00000002811	ENSCGOT00000005969
ENSCGOG00000002812	ENSCGOT00000005762
ENSCGOG00000002813	ENSCGOT00000006638
ENSCGOG00000002813	ENSCGOT00000006711
ENSCGOG00000002813	ENSCGOT00000006772
ENSCGOG00000002813	ENSCGOT00000006801
ENSCGOG00000002813	ENSCGOT00000006859
ENSCGOG00000002814	ENSCGOT00000005842
ENSCGOG00000002814	ENSCGOT00000005852
ENSCGOG00000002814	ENSCGOT00000005861
ENSCGOG00000002815	ENSCGOT00000005764
ENSCGOG00000002816	ENSCGOT00000005914
ENSCGOG00000002816	ENSCGOT00000005968
ENSCGOG00000002816	ENSCGOT00000005971
ENSCGOG00000002817	ENSCGOT00000005765
ENSCGOG00000002818	ENSCGOT00000005766
ENSCGOG00000002819	ENSCGOT00000005767
ENSCGOG00000002820	ENSCGOT00000005775
ENSCGOG00000002820	ENSCGOT00000005779
ENSCGOG00000002820	ENSCGOT00000005864
ENSCGOG00000002820	ENSCGOT00000006109
ENSCGOG00000002820	ENSCGOT00000006113
ENSCGOG00000002820	ENSCGOT00000006116
ENSCGOG00000002820	ENSCGOT00000006128
ENSCGOG00000002820	ENSCGOT00000006132
ENSCGOG00000002820	ENSCGOT00000006143
ENSCGOG00000002820	ENSCGOT00000006151
ENSCGOG00000002821	ENSCGOT00000005840
ENSCGOG00000002821	ENSCGOT00000005850
ENSCGOG00000002822	ENSCGOT00000005786
ENSCGOG00000002822	ENSCGOT00000005795
ENSCGOG00000002822	ENSCGOT00000005805
ENSCGOG00000002823	ENSCGOT00000006492
ENSCGOG00000002823	ENSCGOT00000006609
