Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
121503at7898	Single	NC_047123_RagTag	7019863	7046020	-	838	167	0.8644	1.0	0	121503at7898_0	7045948_7046020_-|7031026_7031141_-|7028673_7028765_-|7027578_7027673_-|7020142_7020174_-|7020007_7020059_-|7019864_7019930_-
121539at7898	Single	NC_047124_RagTag	16362147	16370594	+	992	182	0.9349	0.947136563876652	0	121539at7898_0	16362148_16362282_+|16366117_16366234_+|16366525_16366667_+|16366760_16366873_+|16370460_16370594_+
121548at7898	Single	NC_047110_RagTag	124840031	124846980	-	740	201	0.5588	0.9679715302491103	0	121548at7898_1	124846893_124846980_-|124846658_124846773_-|124843239_124843368_-|124842883_124843037_-|124840290_124840459_-|124840032_124840177_-
12156at7898	Duplicated	NC_047111_RagTag	85021063	85072035	+	4635	967	0.7713	1.0	0	12156at7898_8	85021064_85021190_+|85038963_85039073_+|85049212_85049330_+|85049554_85049779_+|85058399_85058639_+|85059128_85059335_+|85060770_85060937_+|85061031_85061192_+|85061363_85061513_+|85061703_85061917_+|85065907_85066024_+|85066149_85066434_+|85066557_85066686_+|85066768_85066866_+|85067702_85067770_+|85067929_85068169_+|85068258_85068372_+|85068549_85068577_+|85070705_85070752_+|85070867_85070964_+|85071622_85072035_+
12156at7898	Duplicated	ptg004015l_RagTag	8132	54704	+	4633	967	0.7695	1.0	0	12156at7898_8	8133_8259_+|28193_28303_+|33349_33467_+|33693_33918_+|41147_41387_+|41897_42104_+|43672_43839_+|43933_44094_+|44254_44404_+|44595_44809_+|48681_48798_+|48924_49209_+|49332_49461_+|49543_49641_+|50477_50545_+|50704_50944_+|51033_51147_+|51325_51353_+|53374_53421_+|53536_53633_+|54291_54704_+
121575at7898	Single	NC_047104_RagTag	71011766	71013935	+	521	134	0.6533	0.967741935483871	0	121575at7898_6	71011767_71011852_+|71012335_71012407_+|71013147_71013223_+|71013390_71013432_+|71013625_71013691_+|71013832_71013935_+
121580at7898	Single	NC_047120_RagTag	89321910	89327981	-	609	137	0.7188	0.9696969696969697	0	121580at7898	89327821_89327981_-|89322352_89322461_-|89321911_89322119_-
121663at7898	Single	NC_047105_RagTag	105779174	105797061	-	664	124	0.7362	0.9757575757575757	0	121663at7898_2	105796965_105797061_-|105793409_105793541_-|105792812_105792973_-|105779175_105779271_-
121672at7898	Single	NC_047124_RagTag	24183991	24187345	-	686	151	0.7657	1.0	0	121672at7898_0	24187205_24187345_-|24185378_24185500_-|24185121_24185297_-|24183992_24184075_-
121682at7898	Single	NC_047114_RagTag	1242318	1253254	+	493	149	0.5316	0.9740932642487047	0	121682at7898_8	1242319_1242390_+|1247238_1247304_+|1247379_1247493_+|1248847_1248943_+|1250294_1250379_+|1253128_1253254_+
121884at7898	Single	NC_047108_RagTag	112503876	112508496	+	708	135	0.8156	0.9672131147540983	0	121884at7898_9	112503877_112503985_+|112504279_112504433_+|112505549_112505613_+|112508199_112508313_+|112508410_112508496_+
121894at7898	Duplicated	NC_047104_RagTag	26961895	26967765	-	623	136	0.6561	1.0	0	121894at7898_5	26967692_26967765_-|26967274_26967366_-|26966732_26966830_-|26965072_26965201_-|26962323_26962388_-|26961896_26962000_-
121894at7898	Duplicated	NC_047104_RagTag	25637619	25643442	-	623	136	0.6561	1.0	0	121894at7898_5	25643369_25643442_-|25642951_25643043_-|25642244_25642342_-|25640828_25640957_-|25638047_25638112_-|25637620_25637724_-
12190at7898	Single	NC_047110_RagTag	119067392	119275589	+	5222	905	0.7644	1.0	0	12190at7898_0	119067393_119067432_+|119165237_119165383_+|119177663_119177800_+|119226536_119226669_+|119266262_119266364_+|119269541_119269792_+|119272172_119272405_+|119272535_119272777_+|119272945_119275589_+
121971at7898	Single	NC_047105_RagTag	17637035	17654326	-	563	128	0.6797	0.9141104294478528	0	121971at7898_0	17654300_17654326_-|17648538_17648572_-|17648291_17648399_-|17645610_17645817_-|17637036_17637115_-
122037at7898	Single	NC_047104_RagTag	133285562	133288037	+	637	134	0.7867	0.9933774834437086	0	122037at7898_1	133285563_133285829_+|133287855_133288037_+
12208at7898	Single	NC_047116_RagTag	16165451	16229469	-	5105	985	0.8011	1.0	0	12208at7898_2	16229071_16229469_-|16207537_16207665_-|16207209_16207437_-|16202720_16202961_-|16202251_16202340_-|16201007_16201111_-|16200760_16200892_-|16200563_16200654_-|16200313_16200423_-|16197496_16197612_-|16196152_16196202_-|16187967_16188181_-|16187517_16187672_-|16182103_16182263_-|16179826_16180035_-|16176278_16176439_-|16176043_16176201_-|16174803_16174903_-|16174568_16174711_-|16170081_16170240_-|16169823_16169992_-|16167953_16168129_-|16165452_16165679_-
1220at7898	Single	NC_047106_RagTag	109600677	109643843	+	5872	1288	0.4755	0.996617050067659	0	1220at7898_6	109600678_109600777_+|109607005_109607211_+|109607414_109607474_+|109607833_109607935_+|109608047_109608158_+|109608251_109608306_+|109613391_109613481_+|109613643_109614284_+|109617190_109618899_+|109619020_109620720_+|109620838_109621081_+|109621164_109621615_+|109621705_109621895_+|109625218_109625405_+|109625537_109625707_+|109625990_109626341_+|109626429_109626584_+|109626670_109626817_+|109626885_109626997_+|109627133_109627331_+|109627446_109627612_+|109635249_109635387_+|109638012_109638268_+|109643262_109643402_+|109643490_109643843_+
12210at7898	Single	NC_047122_RagTag	55468057	55500532	+	3543	978	0.5792	1.0	0	12210at7898_7	55468058_55468165_+|55483258_55483404_+|55483551_55483634_+|55484572_55484686_+|55484863_55485533_+|55485666_55485785_+|55485939_55486062_+|55486267_55486373_+|55486502_55486587_+|55486673_55486805_+|55490217_55490313_+|55490440_55490610_+|55490685_55490839_+|55490951_55491128_+|55491214_55491380_+|55492976_55493110_+|55493190_55493254_+|55493359_55493501_+|55493596_55493699_+|55493796_55493972_+|55497696_55497932_+|55498172_55498366_+|55498748_55498878_+|55500454_55500532_+
122116at7898	Single	NC_047121_RagTag	74490605	74492218	-	610	173	0.6417	0.9303482587064676	0	122116at7898_6	74492150_74492218_-|74491820_74491918_-|74491562_74491631_-|74491292_74491424_-|74490762_74490870_-|74490606_74490686_-
12211at7898	Single	NC_047114_RagTag	90502225	90535359	-	4830	1090	0.7157	0.994535519125683	0	12211at7898_3	90535177_90535359_-|90534978_90535084_-|90528365_90528531_-|90527128_90527286_-|90526698_90526947_-|90525282_90525364_-|90524794_90525161_-|90524410_90524636_-|90522775_90522875_-|90521545_90521647_-|90521249_90521438_-|90517896_90518078_-|90517448_90517562_-|90517132_90517259_-|90514623_90514757_-|90514398_90514487_-|90514028_90514218_-|90513589_90513704_-|90511431_90511560_-|90507396_90507581_-|90506553_90506784_-|90503985_90504098_-|90502428_90502590_-|90502226_90502305_-
122122at7898	Single	NC_047110_RagTag	126079309	126091823	-	632	184	0.6068	0.9579439252336449	0	122122at7898	126091748_126091823_-|126085692_126085834_-|126085459_126085614_-|126079310_126079543_-
122208at7898	Single	NC_047110_RagTag	87889385	87895336	+	773	146	0.8652	1.0	0	122208at7898_4	87889386_87889480_+|87893469_87893621_+|87893695_87893741_+|87895098_87895336_+
122218at7898	Single	NC_047115_RagTag	62773286	62783213	+	663	167	0.6834	1.0	0	122218at7898_3	62773287_62773320_+|62777012_62777174_+|62777272_62777374_+|62780437_62780640_+|62783148_62783213_+
122289at7898	Single	NC_047104_RagTag	129874794	129879348	+	847	154	0.9306	1.0	0	122289at7898_0	129874795_129874896_+|129875095_129875154_+|129875888_129876024_+|129879032_129879116_+|129879214_129879348_+
122398at7898	Single	ptg002721l_RagTag	147772	173157	+	683	143	0.7471	0.9613259668508287	0	122398at7898_4	147773_147840_+|161035_161138_+|161351_161484_+|167831_167909_+|173021_173157_+
122416at7898	Duplicated	NC_047116_RagTag	38160896	38167408	-	886	157	0.8667	1.0	0	122416at7898_0	38167274_38167408_-|38166662_38166689_-|38163037_38163180_-|38162627_38162800_-|38162472_38162549_-|38160897_38160922_-
122416at7898	Duplicated	NC_047116_RagTag	39455496	39461998	-	886	157	0.8667	1.0	0	122416at7898_0	39461864_39461998_-|39461249_39461276_-|39457637_39457780_-|39457227_39457400_-|39457072_39457149_-|39455497_39455522_-
122499at7898	Duplicated	NC_047105_RagTag	11121142	11144482	+	918	147	0.9775	1.0	0	122499at7898_0	11121143_11121241_+|11129356_11129466_+|11143780_11143824_+|11143924_11144008_+|11144289_11144482_+
122499at7898	Duplicated	NC_047105_RagTag	8930480	8955113	+	915	147	0.9719	1.0	0	122499at7898_0	8930481_8930579_+|8938696_8938806_+|8954404_8954448_+|8954548_8954632_+|8954920_8955113_+
122554at7898	Duplicated	NC_047114_RagTag	48423867	48429139	-	626	122	0.7887	0.9466666666666667	0	122554at7898_6	48429023_48429139_-|48428867_48428940_-|48428682_48428739_-|48424269_48424341_-|48423868_48423971_-
122554at7898	Duplicated	NC_047114_RagTag	47759910	47764127	-	625	122	0.7817	0.9466666666666667	0	122554at7898_6	47764011_47764127_-|47763855_47763928_-|47763670_47763727_-|47760324_47760396_-|47759911_47760014_-
122559at7898	Duplicated	NC_047117_RagTag	41696055	41738457	+	714	120	0.8859	1.0	0	122559at7898_4	41696056_41696198_+|41709052_41709094_+|41713597_41713638_+|41733631_41733710_+|41738319_41738457_+
122559at7898	Duplicated	NC_047117_RagTag	40330155	40372505	+	714	120	0.8859	1.0	0	122559at7898_4	40330156_40330298_+|40343137_40343179_+|40347674_40347715_+|40367661_40367740_+|40372367_40372505_+
122590at7898	Duplicated	NC_047106_RagTag	73567766	73575057	-	878	167	0.9171	1.0	0	122590at7898_0	73574925_73575057_-|73572756_73572882_-|73571478_73571576_-|73569000_73569131_-|73567767_73567830_-
122590at7898	Duplicated	NC_047106_RagTag	73853031	73860285	-	878	167	0.9171	1.0	0	122590at7898_0	73860153_73860285_-|73858001_73858127_-|73856709_73856807_-|73854257_73854388_-|73853032_73853095_-
122660at7898	Single	NC_047112_RagTag	19962946	19975958	+	758	132	0.8805	1.0	0	122660at7898_2	19962947_19963021_+|19965109_19965195_+|19967805_19967899_+|19968055_19968193_+|19975878_19975958_+
122672at7898	Single	NC_047107_RagTag	76744095	76776160	+	680	139	0.7654	0.9938650306748467	0	122672at7898_0	76744096_76744210_+|76767046_76767135_+|76769321_76769361_+|76775921_76776160_+
122740at7898	Single	NC_047118_RagTag	45929557	45930590	+	393	71	0.9863	0.9012345679012346	0	122740at7898_0	45929558_45929651_+|45930466_45930590_+
122747at7898	Single	NC_047109_RagTag	66926914	66927280	-	509	114	0.7869	1.0	0	122747at7898_6	66926915_66927280_-
122828at7898	Single	NC_047105_RagTag	46944670	46945760	-	1345	219	0.8608	1.0	0	122828at7898_0	46945605_46945760_-|46944671_46945429_-
122857at7898	Single	NC_047112_RagTag	57354750	57365684	-	571	111	0.9643	1.0	0	122857at7898_0	57365612_57365684_-|57361574_57361657_-|57361141_57361234_-|57354751_57354835_-
122954at7898	Single	NC_047107_RagTag	4717154	4734220	-	592	138	0.6727	1.0	0	122954at7898_4	4734201_4734220_-|4733975_4734117_-|4731114_4731263_-|4719799_4719882_-|4717155_4717240_-
12295at7898	Single	NC_047107_RagTag	107906872	107972499	+	5905	1009	0.8479	1.0	0	12295at7898_5	107906873_107907014_+|107913493_107913554_+|107919824_107919883_+|107925825_107925939_+|107928173_107928315_+|107928632_107928757_+|107931136_107931225_+|107931843_107931978_+|107934122_107934234_+|107939466_107939544_+|107943624_107943741_+|107955816_107955865_+|107957408_107957556_+|107958917_107959039_+|107960082_107960215_+|107960438_107960632_+|107960801_107960918_+|107961043_107961125_+|107961625_107961818_+|107962033_107962194_+|107962400_107962927_+|107963054_107963236_+|107965126_107965263_+|107965621_107965707_+|107966670_107966948_+|107967831_107967979_+|107971130_107971306_+|107972401_107972499_+
122962at7898	Duplicated	NC_047123_RagTag	36075559	36079683	+	665	147	0.7045	1.0	0	122962at7898_6	36075560_36075637_+|36075935_36076037_+|36077683_36077722_+|36079158_36079318_+|36079538_36079683_+
122962at7898	Duplicated	ptg003392l_RagTag	231141	235485	+	665	147	0.7045	1.0	0	122962at7898_6	231142_231219_+|231518_231620_+|233289_233328_+|234960_235120_+|235340_235485_+
122989at7898	Duplicated	NC_047121_RagTag	86286576	86288612	-	961	170	0.9495	1.0	0	122989at7898_1	86288541_86288612_-|86288384_86288462_-|86288003_86288133_-|86287736_86287828_-|86286746_86286895_-|86286577_86286645_-
122989at7898	Duplicated	NC_047121_RagTag	86586876	86588917	+	944	170	0.9343	1.0	0	122989at7898_1	86586877_86586948_+|86587027_86587105_+|86587354_86587484_+|86587658_86587750_+|86588599_86588748_+|86588849_86588917_+
122989at7898	Duplicated	NC_047121_RagTag	86351233	86353274	+	944	170	0.9343	1.0	0	122989at7898_1	86351234_86351305_+|86351384_86351462_+|86351711_86351841_+|86352015_86352107_+|86352956_86353105_+|86353206_86353274_+
123003at7898	Single	NC_047124_RagTag	26963622	26970061	-	974	184	0.8584	1.0	0	123003at7898_0	26969978_26970061_-|26969817_26969845_-|26969536_26969647_-|26967717_26967824_-|26965777_26965886_-|26965624_26965696_-|26963623_26963772_-
123040at7898	Single	NC_047104_RagTag	111536722	111541273	-	717	115	0.8993	1.0	0	123040at7898_1	111541142_111541273_-|111539972_111540123_-|111536723_111536885_-
123053at7898	Single	NC_047110_RagTag	4669565	4687366	-	626	128	0.8947	0.8471337579617835	0	123053at7898_3	4687327_4687366_-|4684572_4684736_-|4672934_4672983_-|4670936_4670981_-|4669566_4669663_-
123076at7898	Single	NC_047109_RagTag	135083874	135092277	-	507	130	0.614	0.9883720930232558	0	123076at7898_0	135092163_135092277_-|135086555_135086722_-|135084463_135084622_-|135083875_135083923_-
123126at7898	Duplicated	ptg002307l_RagTag	34646	51252	+	708	137	0.8742	0.967948717948718	0	123126at7898_0	34647_34768_+|39974_40077_+|44084_44161_+|51104_51252_+
123126at7898	Duplicated	NC_047109_RagTag	100542034	100558456	-	708	137	0.8742	0.967948717948718	0	123126at7898_0	100558335_100558456_-|100553005_100553108_-|100548984_100549061_-|100542035_100542183_-
123149at7898	Single	NC_047123_RagTag	41382020	41392411	+	702	152	0.7414	1.0	0	123149at7898_0	41382021_41382113_+|41389121_41389206_+|41390485_41390561_+|41390924_41391049_+|41392035_41392079_+|41392317_41392411_+
123172at7898	Duplicated	NC_047106_RagTag	22954374	22963815	-	622	128	0.7471	0.7887323943661971	0	123172at7898_3	22963699_22963815_-|22960979_22961003_-|22955004_22955096_-|22954375_22954625_-
123172at7898	Duplicated	NC_047106_RagTag	20907525	20915921	-	622	128	0.7471	0.7887323943661971	0	123172at7898_3	20915805_20915921_-|20913124_20913148_-|20908165_20908257_-|20907526_20907776_-
123197at7898	Duplicated	NC_047106_RagTag	10583499	10590734	-	857	194	0.6523	0.9846153846153847	0	123197at7898_4	10590600_10590734_-|10589622_10589681_-|10585492_10585651_-|10585167_10585321_-|10583500_10583751_-
123197at7898	Duplicated	NC_047106_RagTag	10728808	10736360	-	854	194	0.6484	0.9846153846153847	0	123197at7898_4	10736226_10736360_-|10735155_10735214_-|10730483_10730642_-|10730158_10730312_-|10728809_10729060_-
123204at7898	Single	NC_047108_RagTag	70927501	70936621	+	489	124	0.6176	0.6325581395348837	0	123204at7898_9	70927502_70927606_+|70928056_70928165_+|70936362_70936479_+|70936547_70936621_+
123220at7898	Single	NC_047122_RagTag	2702148	2722563	+	522	104	0.7895	0.8141025641025641	0	123220at7898	2702149_2702258_+|2713191_2713237_+|2714508_2714626_+|2722441_2722563_+
123296at7898	Duplicated	ptg004302l_RagTag	8785	20147	+	635	138	0.7843	1.0	0	123296at7898_0	8786_8819_+|9165_9305_+|14306_14494_+|20053_20147_+
123296at7898	Duplicated	NC_047104_RagTag	155087358	155098684	-	635	138	0.7843	1.0	0	123296at7898_0	155098651_155098684_-|155098165_155098305_-|155092981_155093169_-|155087359_155087453_-
12338at7898	Single	NC_047113_RagTag	41962900	42033275	-	5457	1067	0.7643	1.0	0	12338at7898_4	42033175_42033275_-|42027742_42028020_-|42021195_42021309_-|42020937_42021102_-|42015428_42015567_-|42006611_42006782_-|42006416_42006533_-|42006120_42006304_-|42004171_42004336_-|41999687_41999822_-|41996451_41996559_-|41996002_41996361_-|41995404_41995550_-|41989552_41989683_-|41986242_41986348_-|41984093_41984228_-|41983287_41983391_-|41981362_41981475_-|41980153_41980241_-|41979856_41979994_-|41979645_41979739_-|41976252_41976374_-|41973516_41973627_-|41972685_41972784_-|41972327_41972432_-|41972117_41972241_-|41963530_41963650_-|41963311_41963396_-|41962901_41963108_-
123421at7898	Single	NC_047103_RagTag	157002444	157014856	+	636	127	0.7207	1.0	0	123421at7898_4	157002445_157002542_+|157010826_157010981_+|157014052_157014168_+|157014567_157014710_+|157014835_157014856_+
12342at7898	Single	NC_047106_RagTag	22313262	22340013	+	4694	929	0.8361	1.0	0	12342at7898_3	22313263_22313392_+|22313591_22313755_+|22322882_22322994_+|22324999_22325151_+|22325248_22325407_+|22325521_22325723_+|22325874_22326065_+|22326465_22326798_+|22326956_22327082_+|22329884_22330191_+|22332683_22332815_+|22335322_22335512_+|22335813_22335913_+|22336077_22336190_+|22336774_22336948_+|22337054_22337234_+|22337362_22337509_+|22337636_22337793_+|22339881_22340013_+
123447at7898	Single	NC_047121_RagTag	84050385	84051159	-	980	187	0.7356	1.0	0	123447at7898_0	84050386_84051159_-
12350at7898	Single	NC_047106_RagTag	98985442	99046743	+	5217	1113	0.7885	1.0	0	12350at7898	98985443_98985635_+|98986591_98986766_+|98987924_98988115_+|98989059_98989235_+|98994501_98994665_+|98995926_98996053_+|98996387_98996527_+|98997094_98997244_+|99003471_99003635_+|99003790_99004023_+|99006428_99006613_+|99007566_99007727_+|99014358_99014583_+|99017030_99017106_+|99019249_99019401_+|99019574_99019700_+|99021250_99021439_+|99022404_99022548_+|99027743_99027916_+|99028083_99028265_+|99036139_99036371_+|99043033_99043216_+|99046582_99046743_+
123608at7898	Duplicated	NC_047111_RagTag	65421909	65438194	+	596	161	0.6065	0.8949771689497716	0	123608at7898_2	65421910_65422341_+|65426376_65426486_+|65438099_65438194_+
123608at7898	Duplicated	NC_047111_RagTag	65264492	65277736	+	596	161	0.6065	0.8949771689497716	0	123608at7898_2	65264493_65264924_+|65268498_65268608_+|65277641_65277736_+
123631at7898	Single	NC_047115_RagTag	40167763	40177840	-	623	135	0.7671	1.0	0	123631at7898_2	40177774_40177840_-|40168196_40168310_-|40167990_40168099_-|40167764_40167909_-
123675at7898	Single	NC_047118_RagTag	18722627	18725101	-	613	149	0.7024	0.9438202247191011	0	123675at7898_8	18725019_18725101_-|18723304_18723337_-|18723094_18723210_-|18722884_18722999_-|18722628_18722778_-
12367at7898	Duplicated	NC_047106_RagTag	42194917	42206607	-	2228	844	0.4382	0.9906015037593985	0	12367at7898_8	42204540_42206607_-|42204128_42204284_-|42200375_42200645_-|42196570_42197062_-|42196259_42196320_-|42194918_42195121_-
12367at7898	Duplicated	NC_047106_RagTag	41552652	41564375	-	2219	844	0.4373	0.9906015037593985	0	12367at7898_8	41562308_41564375_-|41561896_41562052_-|41558108_41558378_-|41554304_41554796_-|41553993_41554054_-|41552653_41552856_-
123700at7898	Duplicated	NC_047107_RagTag	63785841	63789564	+	444	117	0.6641	0.8291139240506329	0	123700at7898_9	63785842_63786012_+|63789349_63789564_+
123700at7898	Duplicated	NC_047107_RagTag	63748776	63749322	+	439	117	0.6565	0.8291139240506329	0	123700at7898_9	63748777_63748947_+|63749107_63749322_+
123755at7898	Single	NC_047125_RagTag	65529582	65544394	+	750	136	0.9667	1.0	0	123755at7898	65529583_65529724_+|65543669_65543762_+|65544090_65544287_+|65544379_65544394_+
123818at7898	Single	NC_047118_RagTag	32424642	32428670	-	810	176	0.7739	1.0	0	123818at7898_0	32428505_32428670_-|32426520_32426664_-|32426103_32426207_-|32424826_32424902_-|32424643_32424746_-
123835at7898	Single	NC_047112_RagTag	21245964	21250310	-	617	156	0.5785	0.9952380952380953	0	123835at7898_9	21250014_21250310_-|21246984_21247194_-|21245965_21246116_-
123839at7898	Single	NC_047109_RagTag	128588463	128600171	-	661	187	0.5541	1.0	0	123839at7898_7	128600057_128600171_-|128597110_128597222_-|128595074_128595236_-|128594507_128594580_-|128590125_128590231_-|128588464_128588572_-
123912at7898	Single	NC_047107_RagTag	58882072	58889275	-	857	148	0.8299	1.0	0	123912at7898_0	58889166_58889275_-|58888556_58888678_-|58883250_58883412_-|58882239_58882358_-|58882073_58882138_-
123914at7898	Single	NC_047103_RagTag	129080500	129108629	-	574	137	0.6702	0.9565217391304348	0	123914at7898_3	129108466_129108629_-|129108205_129108386_-|129093388_129093542_-|129080703_129080725_-|129080501_129080549_-
124008at7898	Single	NC_047106_RagTag	27621772	27623277	-	630	140	0.7543	0.9776536312849162	0	124008at7898_7	27623131_27623277_-|27622875_27622933_-|27622704_27622788_-|27621773_27621982_-
124022at7898	Single	NC_047109_RagTag	91973985	91981742	-	781	148	0.7488	1.0	0	124022at7898_5	91981641_91981742_-|91979715_91979837_-|91978208_91978278_-|91978046_91978115_-|91975772_91975930_-|91973986_91974069_-
124058at7898	Duplicated	NC_047113_RagTag	50168937	50176465	+	727	129	0.9441	0.8773006134969326	0	124058at7898_0	50168938_50169033_+|50173849_50173989_+|50174106_50174204_+|50175911_50175971_+|50176434_50176465_+
124058at7898	Duplicated	NC_047113_RagTag	49660784	49668390	+	727	129	0.9441	0.8773006134969326	0	124058at7898_0	49660785_49660880_+|49665613_49665753_+|49665870_49665968_+|49667836_49667896_+|49668359_49668390_+
124088at7898	Single	NC_047116_RagTag	24749517	24758376	+	634	124	0.8129	1.0	0	124088at7898	24749518_24749610_+|24754135_24754331_+|24756269_24756347_+|24758281_24758376_+
124143at7898	Single	NC_047103_RagTag	55343918	55359310	+	501	129	0.6644	0.9612903225806452	0	124143at7898_3	55343919_55344005_+|55348701_55348830_+|55354431_55354489_+|55359140_55359310_+
124200at7898	Single	NC_047122_RagTag	50656022	50664161	-	676	188	0.6329	0.9539170506912442	0	124200at7898_8	50663856_50664161_-|50661046_50661117_-|50659218_50659319_-|50656844_50656978_-|50656023_50656118_-
124201at7898	Single	NC_047107_RagTag	56432361	56440046	+	863	189	0.6778	1.0	0	124201at7898_5	56432362_56432465_+|56432585_56432640_+|56432726_56432771_+|56432873_56432941_+|56433055_56433111_+|56433204_56433267_+|56433574_56433625_+|56438983_56439143_+|56439957_56440046_+
124207at7898	Duplicated	ptg000646l_RagTag	825957	827590	+	729	152	0.8114	0.8578431372549019	0	124207at7898_9	825958_826079_+|826672_826772_+|827067_827150_+|827265_827322_+|827443_827590_+
124207at7898	Duplicated	NC_047108_RagTag	105380156	105381791	-	729	152	0.8114	0.8578431372549019	0	124207at7898_9	105381670_105381791_-|105380977_105381077_-|105380599_105380682_-|105380425_105380482_-|105380157_105380304_-
12422at7898	Single	NC_047124_RagTag	10975654	11028061	-	5319	1097	0.7814	1.0	0	12422at7898_0	11027918_11028061_-|11026066_11026255_-|11025423_11025620_-|11025025_11025214_-|11023256_11023368_-|11022952_11023083_-|11022449_11022687_-|11022097_11022264_-|11021413_11021544_-|11021177_11021290_-|11020381_11020565_-|11019325_11019451_-|11018718_11018843_-|11017190_11017330_-|11016861_11016986_-|11014940_11015086_-|11014511_11014639_-|11012593_11012718_-|11012271_11012390_-|11010570_11010695_-|11003820_11003945_-|11001359_11001490_-|11001138_11001263_-|10999525_10999650_-|10997504_10997650_-|10975655_10975798_-
124238at7898	Single	NC_047120_RagTag	77614190	77621854	-	590	126	0.7603	0.948051948051948	0	124238at7898_9	77621724_77621854_-|77616906_77617012_-|77614191_77614387_-
124297at7898	Single	NC_047120_RagTag	100081898	100089645	-	577	128	0.7943	1.0	0	124297at7898_1	100089554_100089645_-|100088257_100088461_-|100081899_100082024_-
12431at7898	Single	NC_047123_RagTag	52699616	52731796	-	3867	710	0.7021	1.0	0	12431at7898_1	52731695_52731796_-|52729782_52729817_-|52728456_52728576_-|52728033_52728148_-|52727858_52727951_-|52727724_52727780_-|52726818_52727246_-|52726219_52726343_-|52725147_52725249_-|52722186_52722233_-|52721572_52721701_-|52716303_52717913_-|52715202_52715291_-|52705751_52705833_-|52700477_52700572_-|52699617_52699715_-
124333at7898	Single	NC_047112_RagTag	102580303	102585357	-	499	118	0.75	0.8051948051948052	0	124333at7898_3	102585301_102585357_-|102585104_102585204_-|102584876_102584962_-|102580304_102580427_-
124360at7898	Single	NC_047122_RagTag	40399542	40414397	-	579	109	0.7628	0.7014218009478673	0	124360at7898	40414215_40414397_-|40411177_40411335_-|40399543_40399650_-
124382at7898	Single	NC_047118_RagTag	18615577	18617428	-	609	130	0.741	0.859375	0	124382at7898	18617258_18617428_-|18617078_18617152_-|18616738_18616875_-|18615578_18615691_-
124451at7898	Single	ptg003099l_RagTag	596412	599534	+	746	152	0.8678	1.0	0	124451at7898_0	596413_596580_+|596688_596816_+|599038_599175_+|599448_599534_+
124488at7898	Single	NC_047112_RagTag	83425329	83435198	-	513	123	0.625	1.0	0	124488at7898_1	83435001_83435198_-|83428300_83428405_-|83428119_83428200_-|83425330_83425447_-
124510at7898	Single	NC_047116_RagTag	19252647	19253342	-	453	128	0.6	0.8490566037735849	0	124510at7898	19253289_19253342_-|19253018_19253164_-|19252866_19252939_-|19252648_19252777_-
124545at7898	Duplicated	NC_047117_RagTag	131955	132354	+	388	115	0.55	0.7567567567567568	0	124545at7898_3	131956_132354_+
124545at7898	Duplicated	NC_047117_RagTag	9074	9473	+	388	115	0.55	0.7567567567567568	0	124545at7898_3	9075_9473_+
12457at7898	Duplicated	NC_047106_RagTag	72448264	72472257	+	2864	701	0.5029	1.0	0	12457at7898_1	72448265_72448301_+|72452763_72452881_+|72453931_72453991_+|72454111_72454183_+|72454313_72454353_+|72454884_72455126_+|72455553_72455628_+|72459791_72459914_+|72462431_72462522_+|72462661_72462739_+|72462889_72462985_+|72463087_72463203_+|72466094_72466422_+|72466615_72467485_+|72468253_72468347_+|72469984_72470078_+|72470246_72471587_+|72472180_72472257_+
12457at7898	Duplicated	NC_047106_RagTag	72894951	72919041	+	2868	701	0.5007	1.0	0	12457at7898_1	72894952_72894988_+|72899457_72899575_+|72900630_72900690_+|72900810_72900882_+|72901012_72901052_+|72901582_72901824_+|72902245_72902320_+|72906486_72906609_+|72909139_72909230_+|72909369_72909447_+|72909597_72909693_+|72909800_72909916_+|72912869_72913349_+|72913536_72914260_+|72915023_72915117_+|72916755_72916849_+|72917017_72918358_+|72918964_72919041_+
124690at7898	Duplicated	ptg003162l_RagTag	42351	44528	-	503	122	0.6	1.0	0	124690at7898_6	44445_44528_-|43402_43519_-|42741_42795_-|42541_42634_-|42352_42447_-
124690at7898	Duplicated	NC_047123_RagTag	52033183	52035397	+	503	122	0.6	1.0	0	124690at7898_6	52033184_52033267_+|52034199_52034316_+|52034954_52035008_+|52035115_52035208_+|52035302_52035397_+
124705at7898	Single	NC_047112_RagTag	102660467	102665060	+	627	139	0.7405	1.0	0	124705at7898_0	102660468_102660597_+|102664717_102665060_+
124736at7898	Duplicated	NC_047121_RagTag	21721462	21749648	-	925	153	0.899	1.0	0	124736at7898_0	21749306_21749648_-|21734434_21734589_-|21721463_21721557_-
124736at7898	Duplicated	NC_047121_RagTag	21817355	21851314	-	925	153	0.899	1.0	0	124736at7898_0	21850972_21851314_-|21830301_21830456_-|21817356_21817450_-
124762at7898	Duplicated	NC_047113_RagTag	20130253	20134527	+	520	102	0.6912	1.0	0	124762at7898_8	20130254_20130407_+|20132942_20133054_+|20133232_20133351_+|20134507_20134527_+
124762at7898	Duplicated	ptg000271l_RagTag	621665	625932	-	519	102	0.6912	1.0	0	124762at7898_8	625779_625932_-|623139_623251_-|622842_622961_-|621666_621686_-
